Geneid,Auxin1,Auxin2,Control1,Control2
FBgn0250842,14,13,13,15
FBgn0250843,1637,1859,1430,1714
FBgn0250844,0,0,0,0
FBgn0250845,0,0,0,1
FBgn0250846,1,0,0,0
FBgn0250847,5,8,7,7
FBgn0250848,2161,2332,1724,1623
FBgn0250849,0,0,0,0
FBgn0250850,875,722,608,697
FBgn0250851,0,0,0,0
FBgn0250862,14,17,4,5
FBgn0250867,2672,3108,3034,3072
FBgn0250868,269,314,238,263
FBgn0250869,1355,1402,1342,1357
FBgn0250871,878,810,752,784
FBgn0250874,221,253,191,232
FBgn0250903,0,0,0,0
FBgn0250904,35,43,32,33
FBgn0250906,1647,1829,1666,2125
FBgn0250907,8,6,11,13
FBgn0250908,3,4,3,4
FBgn0250910,2,0,0,2
FBgn0250911,0,0,0,0
FBgn0259098,0,0,0,0
FBgn0259099,1,0,0,1
FBgn0259101,3,9,2,9
FBgn0259108,93,67,81,47
FBgn0259110,35,55,49,44
FBgn0259111,4686,4639,4722,5171
FBgn0259112,376,322,353,332
FBgn0259113,492,464,468,372
FBgn0259139,1084,1152,1178,1232
FBgn0259140,8,7,7,6
FBgn0259143,659,711,699,697
FBgn0259145,16,19,17,12
FBgn0259146,9,8,4,4
FBgn0259148,0,0,0,0
FBgn0259149,0,0,0,0
FBgn0259150,170,219,206,233
FBgn0259151,49,43,41,39
FBgn0259152,510,606,335,399
FBgn0259162,19,14,23,20
FBgn0259163,30,19,27,21
FBgn0259164,3,1,0,1
FBgn0259166,418,444,453,461
FBgn0259167,4,2,1,0
FBgn0259168,949,1058,1069,1080
FBgn0259170,549,605,582,528
FBgn0259171,976,1219,1118,1369
FBgn0259173,449,516,794,868
FBgn0259174,4700,4980,4383,4782
FBgn0259175,5331,5810,5728,6357
FBgn0259176,8613,9372,9578,9363
FBgn0259178,656,771,596,641
FBgn0259179,0,0,0,0
FBgn0259183,0,0,0,0
FBgn0259184,0,0,0,1
FBgn0259185,4,3,3,3
FBgn0259186,0,3,0,1
FBgn0259187,0,1,0,0
FBgn0259188,3,2,1,0
FBgn0259189,1,2,2,2
FBgn0259190,0,0,1,1
FBgn0259192,213,206,161,171
FBgn0259193,0,1,2,3
FBgn0259194,0,1,0,0
FBgn0259195,38,44,28,46
FBgn0259196,42,48,25,40
FBgn0259198,0,0,0,0
FBgn0259199,0,0,0,0
FBgn0259200,0,0,0,0
FBgn0259201,0,0,0,0
FBgn0259202,0,0,0,0
FBgn0259203,3,6,5,4
FBgn0259204,0,0,0,0
FBgn0259209,27,26,8,12
FBgn0259210,2,2,1,2
FBgn0259211,85,82,72,67
FBgn0259212,5161,5695,5228,5772
FBgn0259213,10,10,9,3
FBgn0259214,1744,1817,1531,1693
FBgn0259215,2,5,3,3
FBgn0259216,26,45,39,44
FBgn0259219,0,1,0,3
FBgn0259221,479,522,373,390
FBgn0259222,23,29,22,19
FBgn0259223,0,0,0,0
FBgn0259224,669,771,2537,3117
FBgn0259226,22,34,40,40
FBgn0259227,2195,2015,2523,2357
FBgn0259228,1968,2111,1452,1523
FBgn0259229,0,0,0,2
FBgn0259230,103,80,76,96
FBgn0259231,0,0,1,0
FBgn0259233,222,222,103,106
FBgn0259236,0,0,1,0
FBgn0259237,19,12,13,16
FBgn0259238,727,810,532,546
FBgn0259239,20,23,11,19
FBgn0259241,0,1,0,0
FBgn0259242,442,567,450,525
FBgn0259243,647,725,614,635
FBgn0259244,236,267,193,219
FBgn0259245,5,2,3,2
FBgn0259246,181,198,226,182
FBgn0259481,3362,3429,3975,3869
FBgn0259482,409,438,385,349
FBgn0259483,526,591,433,468
FBgn0259676,185,157,161,134
FBgn0259677,446,477,352,390
FBgn0259678,0,0,0,0
FBgn0259682,473,574,521,559
FBgn0259683,498,616,613,655
FBgn0259685,1145,1255,1195,1238
FBgn0259699,0,0,0,0
FBgn0259700,173,208,179,220
FBgn0259701,0,0,0,0
FBgn0259702,0,0,0,0
FBgn0259703,0,0,0,0
FBgn0259704,316,242,263,222
FBgn0259705,165,126,127,162
FBgn0259707,58,58,63,49
FBgn0259708,0,0,0,0
FBgn0259709,0,0,0,0
FBgn0259710,53,62,50,39
FBgn0259711,1088,1286,778,829
FBgn0259712,9,16,8,4
FBgn0259713,0,2,1,0
FBgn0259714,1660,1979,2679,2903
FBgn0259715,32,38,150,212
FBgn0259716,8,17,40,70
FBgn0259717,0,0,0,0
FBgn0259718,0,0,0,0
FBgn0259720,0,0,0,0
FBgn0259721,0,0,0,0
FBgn0259722,62,103,63,65
FBgn0259725,0,0,0,0
FBgn0259726,0,0,0,0
FBgn0259727,0,0,0,0
FBgn0259728,286,308,193,204
FBgn0259729,0,0,0,0
FBgn0259730,0,0,0,0
FBgn0259731,0,0,0,0
FBgn0259732,0,0,0,0
FBgn0259733,0,0,0,0
FBgn0259734,2824,3067,2978,3645
FBgn0259735,8321,8505,9232,9542
FBgn0259736,111,109,60,78
FBgn0259737,78,78,74,83
FBgn0259738,7,6,0,1
FBgn0259739,1,1,2,0
FBgn0259740,1207,1470,2156,2297
FBgn0259741,162,161,146,146
FBgn0259742,174,226,167,202
FBgn0259745,2026,2366,1980,1864
FBgn0259748,0,0,0,0
FBgn0259749,1683,1796,1689,1807
FBgn0259785,1514,1566,1084,1188
FBgn0259789,93,83,109,104
FBgn0259791,274,183,204,173
FBgn0259794,71,66,56,49
FBgn0259795,5,3,0,2
FBgn0259817,87,80,50,64
FBgn0259818,117,119,78,77
FBgn0259821,31,36,83,109
FBgn0259823,49,36,21,23
FBgn0259824,1047,1270,904,1089
FBgn0259831,2,7,4,4
FBgn0259832,45,39,17,26
FBgn0259834,2199,2492,1604,1737
FBgn0259837,1,0,1,1
FBgn0259838,4,5,3,3
FBgn0259839,1,0,0,0
FBgn0259840,5,3,3,2
FBgn0259841,1,2,0,1
FBgn0259842,0,1,0,0
FBgn0259843,2,1,0,2
FBgn0259845,0,1,1,2
FBgn0259846,1,3,4,0
FBgn0259847,0,2,0,0
FBgn0259848,1,2,0,0
FBgn0259849,2,1,4,2
FBgn0259850,4,4,1,3
FBgn0259851,0,1,1,0
FBgn0259852,2,0,1,1
FBgn0259853,2,2,2,2
FBgn0259855,1,1,0,1
FBgn0259856,2,2,2,1
FBgn0259857,4,5,5,8
FBgn0259858,0,0,0,1
FBgn0259859,12,7,7,7
FBgn0259860,0,1,0,1
FBgn0259861,0,1,4,2
FBgn0259862,0,0,0,0
FBgn0259863,3,1,0,0
FBgn0259864,2,3,0,1
FBgn0259869,0,1,0,1
FBgn0259870,0,0,0,0
FBgn0259875,0,0,0,0
FBgn0259876,1327,1228,1184,1228
FBgn0259878,3220,3499,3545,3121
FBgn0259896,9,21,12,30
FBgn0259916,111,140,90,85
FBgn0259917,0,0,0,1
FBgn0259918,0,2,0,0
FBgn0259922,0,0,0,0
FBgn0259923,1377,1699,1497,1541
FBgn0259926,8,8,9,4
FBgn0259927,20,23,15,15
FBgn0259932,0,0,0,0
FBgn0259933,0,0,0,0
FBgn0259935,161,135,115,114
FBgn0259936,862,972,694,867
FBgn0259937,3442,3438,2627,2866
FBgn0259938,13148,13295,16567,17078
FBgn0259949,0,0,0,0
FBgn0259950,0,0,0,0
FBgn0259951,0,0,0,0
FBgn0259952,0,0,0,0
FBgn0259953,0,0,0,0
FBgn0259954,0,0,0,0
FBgn0259955,0,0,0,0
FBgn0259956,0,0,0,2
FBgn0259957,0,0,0,0
FBgn0259958,3,1,2,0
FBgn0259959,0,1,0,0
FBgn0259960,0,0,0,0
FBgn0259961,0,0,0,0
FBgn0259962,0,0,2,0
FBgn0259963,0,0,0,0
FBgn0259964,0,0,0,0
FBgn0259965,0,0,0,0
FBgn0259966,0,2,0,0
FBgn0259967,0,1,0,2
FBgn0259968,0,0,0,0
FBgn0259969,0,0,0,0
FBgn0259970,0,0,0,0
FBgn0259971,0,0,0,0
FBgn0259972,1,0,0,2
FBgn0259973,0,0,0,0
FBgn0259974,0,0,0,0
FBgn0259975,0,0,0,0
FBgn0259977,55,46,50,56
FBgn0259978,1059,1183,691,780
FBgn0259982,123,125,111,110
FBgn0259984,3533,3684,3879,3769
FBgn0259985,306,325,226,275
FBgn0259986,6,5,6,4
FBgn0259989,0,0,0,0
FBgn0259990,0,0,0,0
FBgn0259991,0,0,0,0
FBgn0259992,318,347,395,436
FBgn0259993,233,207,231,209
FBgn0259994,37,42,13,22
FBgn0259996,0,0,1,1
FBgn0259998,0,0,0,0
FBgn0260000,3,4,5,5
FBgn0260002,105,80,77,105
FBgn0260003,4554,4597,4641,4733
FBgn0260004,29,29,20,31
FBgn0260005,91,93,120,103
FBgn0260006,220,244,140,136
FBgn0260007,0,1,1,1
FBgn0260008,986,948,1055,1140
FBgn0260011,60,136,118,291
FBgn0260012,1282,1351,1075,1196
FBgn0260026,91,81,80,83
FBgn0260027,34,15,21,30
FBgn0260049,1538,1614,1398,1544
FBgn0260222,0,0,0,0
FBgn0260223,0,0,0,0
FBgn0260224,0,0,0,0
FBgn0260225,1,3,1,1
FBgn0260226,0,0,0,0
FBgn0260228,0,0,0,0
FBgn0260229,0,0,0,0
FBgn0260230,0,0,0,0
FBgn0260231,0,0,0,0
FBgn0260233,0,0,0,0
FBgn0260234,0,1,1,1
FBgn0260237,0,0,0,0
FBgn0260238,0,1,0,0
FBgn0260243,825,924,866,797
FBgn0260386,24,27,21,17
FBgn0260388,254,300,255,264
FBgn0260390,0,0,0,0
FBgn0260392,2,2,0,0
FBgn0260393,1,1,4,2
FBgn0260396,0,2,2,0
FBgn0260397,405,451,369,402
FBgn0260398,0,0,0,0
FBgn0260399,485,491,485,422
FBgn0260400,713,686,416,425
FBgn0260401,0,0,0,0
FBgn0260407,214,213,164,186
FBgn0260428,0,0,0,0
FBgn0260429,1361,1553,1056,1273
FBgn0260430,3,5,4,1
FBgn0260431,504,617,365,425
FBgn0260434,0,1,0,0
FBgn0260435,73,68,68,74
FBgn0260436,0,1,0,3
FBgn0260437,2,2,0,2
FBgn0260486,12033,12332,11356,12315
FBgn0260487,2,4,6,4
FBgn0260499,0,2,9,15
FBgn0260632,5731,6559,6688,6952
FBgn0260634,745,734,610,608
FBgn0260635,6633,7423,6802,7764
FBgn0260639,511,548,406,397
FBgn0260642,66,53,50,46
FBgn0260643,0,0,0,0
FBgn0260644,0,0,0,0
FBgn0260645,0,2,1,0
FBgn0260646,5,8,0,4
FBgn0260648,189,252,204,227
FBgn0260653,14,9,33,19
FBgn0260655,861,1009,724,788
FBgn0260657,68,65,81,95
FBgn0260658,222,190,226,214
FBgn0260659,600,622,491,532
FBgn0260660,1462,1798,948,1293
FBgn0260713,1,2,0,1
FBgn0260718,2,2,2,2
FBgn0260719,1,0,2,0
FBgn0260720,59,54,37,51
FBgn0260721,0,0,0,0
FBgn0260722,720,799,790,864
FBgn0260741,189,189,174,238
FBgn0260742,539,576,587,608
FBgn0260743,288,298,386,373
FBgn0260744,589,634,502,669
FBgn0260745,2139,2122,3229,3159
FBgn0260746,3209,3584,3927,4317
FBgn0260747,1771,2057,2027,2066
FBgn0260748,2432,2744,3049,3130
FBgn0260749,761,794,620,669
FBgn0260750,191,239,205,213
FBgn0260753,47,41,47,58
FBgn0260755,676,791,411,563
FBgn0260756,240,304,171,211
FBgn0260758,112,123,127,134
FBgn0260759,0,0,0,0
FBgn0260760,0,0,0,0
FBgn0260761,0,0,0,0
FBgn0260762,0,0,0,0
FBgn0260763,30,16,30,24
FBgn0260764,24,25,32,29
FBgn0260766,0,3,0,1
FBgn0260767,0,0,0,0
FBgn0260768,556,526,888,838
FBgn0260770,0,0,0,0
FBgn0260771,239,265,195,206
FBgn0260775,0,0,0,0
FBgn0260776,0,2,0,0
FBgn0260777,0,0,0,0
FBgn0260779,231,258,192,221
FBgn0260780,72,82,75,58
FBgn0260789,511,533,452,547
FBgn0260793,0,1,0,0
FBgn0260794,3332,3470,3080,3242
FBgn0260795,46,58,28,31
FBgn0260798,568,617,507,521
FBgn0260799,702,766,608,682
FBgn0260812,9,5,10,17
FBgn0260817,624,671,273,313
FBgn0260855,693,876,516,595
FBgn0260856,256,268,194,227
FBgn0260857,668,799,593,721
FBgn0260858,333,374,307,368
FBgn0260859,83,80,72,70
FBgn0260860,144,150,113,127
FBgn0260861,225,222,140,173
FBgn0260862,528,613,518,523
FBgn0260866,1563,1842,1850,1809
FBgn0260867,3,1,0,2
FBgn0260868,3,0,0,1
FBgn0260869,0,0,0,0
FBgn0260870,0,0,0,0
FBgn0260871,4,2,1,3
FBgn0260873,2,2,0,0
FBgn0260874,251,249,268,303
FBgn0260932,30,37,9,18
FBgn0260933,734,1003,667,854
FBgn0260934,4860,5025,5028,5407
FBgn0260935,378,444,395,460
FBgn0260936,1844,2184,1899,2043
FBgn0260938,941,1035,971,1072
FBgn0260940,100,118,81,71
FBgn0260941,1876,2100,1513,1680
FBgn0260942,7,2,2,6
FBgn0260943,436,536,341,437
FBgn0260944,493,528,547,556
FBgn0260945,1763,1855,1740,1820
FBgn0260953,0,0,0,1
FBgn0260954,1,2,0,0
FBgn0260955,1,0,0,1
FBgn0260959,970,970,694,795
FBgn0260960,5335,5609,5736,6556
FBgn0260962,874,897,1382,1471
FBgn0260964,38,48,16,21
FBgn0260965,820,942,663,687
FBgn0260967,2,1,0,0
FBgn0260968,4,3,3,1
FBgn0260969,14,11,8,12
FBgn0260970,1391,1564,1309,1543
FBgn0260971,34,36,34,32
FBgn0260972,696,758,512,568
FBgn0260985,836,980,608,658
FBgn0260986,322,297,219,224
FBgn0260987,1020,1172,1215,1213
FBgn0260990,2955,3409,2186,2460
FBgn0260991,1096,1040,942,932
FBgn0260995,12,16,16,20
FBgn0260996,0,0,0,0
FBgn0260997,1,1,2,2
FBgn0261004,406,365,337,303
FBgn0261006,0,0,0,0
FBgn0261015,12,14,25,23
FBgn0261016,170,140,110,114
FBgn0261019,0,0,0,0
FBgn0261020,427,501,433,517
FBgn0261041,617,702,305,307
FBgn0261046,0,1,3,2
FBgn0261049,347,412,368,317
FBgn0261053,403,517,723,715
FBgn0261054,0,1,0,0
FBgn0261055,0,0,2,1
FBgn0261057,0,0,0,0
FBgn0261058,1,0,1,0
FBgn0261059,0,0,0,1
FBgn0261060,103,126,104,76
FBgn0261061,1,4,0,0
FBgn0261064,523,599,550,565
FBgn0261065,353,451,336,424
FBgn0261067,423,587,381,387
FBgn0261068,525,655,502,496
FBgn0261085,6,4,3,3
FBgn0261086,30,17,17,11
FBgn0261089,26,32,137,124
FBgn0261090,44,49,58,69
FBgn0261108,824,953,759,844
FBgn0261109,468,537,377,398
FBgn0261111,199,196,135,174
FBgn0261112,679,732,460,565
FBgn0261113,11318,11244,11590,11498
FBgn0261119,652,755,545,658
FBgn0261238,1198,1231,1088,1183
FBgn0261239,3553,3664,3174,3415
FBgn0261243,1096,1202,739,756
FBgn0261244,5088,5026,4807,5435
FBgn0261245,0,0,4,0
FBgn0261258,6614,7290,5080,5653
FBgn0261260,1682,1916,2214,2686
FBgn0261261,292,265,241,239
FBgn0261262,212,217,119,117
FBgn0261266,122,124,120,132
FBgn0261267,2,0,1,3
FBgn0261268,670,801,639,645
FBgn0261269,46,49,42,49
FBgn0261270,410,456,461,422
FBgn0261274,1107,1230,801,940
FBgn0261276,986,1156,1064,1197
FBgn0261277,10,14,18,18
FBgn0261278,470,386,458,412
FBgn0261279,831,902,572,693
FBgn0261283,3845,4086,3741,4085
FBgn0261284,74,74,76,86
FBgn0261285,1635,1969,1338,1652
FBgn0261286,704,750,821,791
FBgn0261287,14,12,9,13
FBgn0261289,0,0,0,0
FBgn0261290,0,0,0,0
FBgn0261291,2,0,0,0
FBgn0261292,1,2,0,0
FBgn0261293,0,0,0,2
FBgn0261294,0,0,0,0
FBgn0261341,65,95,121,173
FBgn0261349,132,150,108,96
FBgn0261353,0,0,0,0
FBgn0261356,28,13,24,17
FBgn0261357,0,0,0,0
FBgn0261358,0,0,0,0
FBgn0261360,637,554,572,599
FBgn0261361,543,597,492,536
FBgn0261363,133,151,142,177
FBgn0261373,173,184,136,167
FBgn0261380,230,272,234,223
FBgn0261381,0,0,0,0
FBgn0261385,1655,1592,1279,1208
FBgn0261386,0,0,0,0
FBgn0261387,883,918,794,779
FBgn0261393,52,56,24,32
FBgn0261394,752,936,668,802
FBgn0261395,2,1,1,4
FBgn0261396,1145,1377,981,1128
FBgn0261397,593,601,411,441
FBgn0261399,0,0,0,0
FBgn0261401,0,0,0,0
FBgn0261402,0,0,0,0
FBgn0261403,449,484,487,538
FBgn0261429,62,68,62,66
FBgn0261434,1,4,1,2
FBgn0261436,590,685,518,606
FBgn0261437,401,391,423,444
FBgn0261439,378,386,273,310
FBgn0261444,2056,2124,2231,2604
FBgn0261445,6082,6527,6407,6626
FBgn0261446,275,370,161,159
FBgn0261452,38,37,30,36
FBgn0261453,24,25,15,21
FBgn0261454,7,5,10,10
FBgn0261455,13,7,10,10
FBgn0261456,505,632,482,467
FBgn0261458,5189,6001,5160,6127
FBgn0261461,6217,6693,7989,8813
FBgn0261477,752,848,671,720
FBgn0261479,1122,1252,848,960
FBgn0261501,0,0,0,0
FBgn0261502,0,0,0,0
FBgn0261503,15,7,12,8
FBgn0261504,20869,22999,27198,29562
FBgn0261505,466,447,391,385
FBgn0261506,0,0,0,0
FBgn0261507,0,0,0,0
FBgn0261508,41,56,44,64
FBgn0261509,42,30,29,29
FBgn0261514,6,1,6,4
FBgn0261522,2,0,1,1
FBgn0261523,1,1,1,1
FBgn0261524,520,586,516,496
FBgn0261526,3,1,0,0
FBgn0261529,42,29,23,26
FBgn0261530,333,408,207,246
FBgn0261531,0,0,0,0
FBgn0261532,1089,1154,823,1043
FBgn0261534,2,5,4,4
FBgn0261535,379,436,396,455
FBgn0261536,0,0,0,0
FBgn0261537,0,0,0,0
FBgn0261538,0,0,0,0
FBgn0261545,6276,6399,5685,6562
FBgn0261547,4334,4600,4033,4378
FBgn0261549,768,904,645,676
FBgn0261550,8563,9572,8468,9248
FBgn0261552,6509,7053,7940,8400
FBgn0261553,1020,1035,944,1017
FBgn0261554,802,881,632,781
FBgn0261555,671,830,686,725
FBgn0261556,6181,6334,5332,6357
FBgn0261560,10892,12218,11730,12779
FBgn0261561,69,81,35,40
FBgn0261562,220,249,208,250
FBgn0261563,2798,3244,2210,2346
FBgn0261564,1020,1093,700,781
FBgn0261565,5883,6581,4702,5073
FBgn0261566,0,0,0,0
FBgn0261567,0,2,2,0
FBgn0261568,0,0,0,0
FBgn0261570,5205,5804,6290,7130
FBgn0261571,0,0,0,0
FBgn0261573,650,663,513,585
FBgn0261574,1400,1476,1194,1195
FBgn0261575,60,61,65,58
FBgn0261580,0,0,0,0
FBgn0261581,0,0,0,0
FBgn0261582,0,0,0,0
FBgn0261583,0,1,0,0
FBgn0261584,12,14,20,16
FBgn0261586,3,3,28,27
FBgn0261587,10,7,7,10
FBgn0261588,383,527,743,922
FBgn0261592,251,234,248,286
FBgn0261596,1128,1273,1174,1263
FBgn0261597,3568,3620,3238,3575
FBgn0261599,1613,1762,1940,2210
FBgn0261602,3057,3233,3731,4199
FBgn0261608,565,604,690,689
FBgn0261609,612,693,576,675
FBgn0261610,572,583,498,497
FBgn0261611,10,6,6,7
FBgn0261612,4,3,4,8
FBgn0261614,0,0,0,0
FBgn0261615,0,0,0,0
FBgn0261616,0,0,0,0
FBgn0261617,2766,2910,2627,2915
FBgn0261618,5598,5746,5262,5400
FBgn0261624,0,0,0,0
FBgn0261625,4857,4976,4692,4661
FBgn0261627,0,2,0,0
FBgn0261628,13,12,20,38
FBgn0261630,0,0,0,0
FBgn0261631,0,0,0,0
FBgn0261632,1,1,1,0
FBgn0261633,11,23,31,25
FBgn0261634,1,0,1,0
FBgn0261635,0,0,0,0
FBgn0261636,164,216,158,202
FBgn0261638,8,4,5,4
FBgn0261639,215,187,212,225
FBgn0261640,213,184,208,225
FBgn0261641,853,857,713,740
FBgn0261647,693,833,871,888
FBgn0261648,322,341,243,278
FBgn0261649,360,400,457,444
FBgn0261671,1578,1688,1605,1732
FBgn0261673,3492,3868,2021,2213
FBgn0261674,2424,2509,2913,3097
FBgn0261675,5,1,1,5
FBgn0261679,0,0,0,0
FBgn0261680,0,0,0,0
FBgn0261681,21,20,15,20
FBgn0261682,26,21,19,24
FBgn0261683,0,0,0,0
FBgn0261686,0,0,0,0
FBgn0261697,0,0,0,0
FBgn0261698,268,302,199,163
FBgn0261700,18,19,22,18
FBgn0261702,0,0,0,0
FBgn0261703,1504,1484,1797,1994
FBgn0261704,0,0,0,0
FBgn0261705,75,90,150,210
FBgn0261706,2,2,2,5
FBgn0261707,0,0,1,1
FBgn0261709,3,3,3,3
FBgn0261710,1884,2104,2055,1979
FBgn0261714,0,0,0,0
FBgn0261722,492,579,539,579
FBgn0261723,5,8,1,5
FBgn0261786,558,550,420,491
FBgn0261787,1102,1154,989,1180
FBgn0261788,12,19,14,10
FBgn0261789,308,377,306,284
FBgn0261790,205,262,248,245
FBgn0261791,230,244,210,198
FBgn0261792,245,250,231,224
FBgn0261793,2239,2532,2090,2096
FBgn0261794,993,1066,897,980
FBgn0261797,1561,1576,1291,1446
FBgn0261799,6,10,5,9
FBgn0261800,1926,2301,2205,2710
FBgn0261801,583,741,543,694
FBgn0261802,1630,1811,2426,2928
FBgn0261803,2,9,2,3
FBgn0261804,12,14,13,9
FBgn0261805,0,0,8,3
FBgn0261806,0,0,0,0
FBgn0261807,0,0,0,0
FBgn0261808,1174,1594,1276,1819
FBgn0261811,6682,7353,6095,7272
FBgn0261813,0,1,0,0
FBgn0261814,5,1,2,4
FBgn0261816,0,0,0,0
FBgn0261817,0,0,0,0
FBgn0261822,3673,3905,4024,4270
FBgn0261823,1137,1247,1482,1678
FBgn0261830,50,54,47,44
FBgn0261831,40,24,31,42
FBgn0261832,2,2,2,1
FBgn0261833,0,1,0,1
FBgn0261834,5,5,5,7
FBgn0261835,124,123,113,152
FBgn0261836,14519,14972,16234,16706
FBgn0261837,0,0,0,0
FBgn0261838,0,0,0,0
FBgn0261839,0,0,0,0
FBgn0261840,0,0,0,0
FBgn0261841,0,0,0,0
FBgn0261842,0,0,0,0
FBgn0261843,0,0,0,0
FBgn0261844,0,0,0,0
FBgn0261845,0,0,0,0
FBgn0261847,8,7,8,3
FBgn0261848,1,0,1,1
FBgn0261849,1,0,1,0
FBgn0261850,1052,1084,798,966
FBgn0261853,0,0,0,1
FBgn0261854,1291,1376,1383,1622
FBgn0261856,22,23,22,21
FBgn0261857,0,0,0,0
FBgn0261858,8,5,5,4
FBgn0261859,5636,5798,6118,6513
FBgn0261860,0,2,0,2
FBgn0261861,169,185,188,188
FBgn0261862,5755,6432,5088,5780
FBgn0261871,8,14,10,8
FBgn0261872,750,880,706,742
FBgn0261873,2514,2589,2273,2694
FBgn0261881,285,307,256,274
FBgn0261885,3613,3727,3520,3781
FBgn0261924,0,0,0,0
FBgn0261925,12,8,16,12
FBgn0261927,0,0,1,0
FBgn0261928,18,23,14,14
FBgn0261929,1,2,2,0
FBgn0261930,1,1,0,0
FBgn0261931,511,501,489,483
FBgn0261932,1,0,0,0
FBgn0261933,493,484,395,416
FBgn0261934,1798,1936,1617,1641
FBgn0261938,1059,1172,1040,1199
FBgn0261952,2,2,0,0
FBgn0261953,106,145,37,53
FBgn0261954,3615,4037,3080,3472
FBgn0261955,880,1205,1079,1176
FBgn0261963,28,38,47,27
FBgn0261973,0,0,0,0
FBgn0261974,0,0,0,0
FBgn0261975,4203,4311,3446,4270
FBgn0261976,122,156,123,112
FBgn0261983,972,1083,960,979
FBgn0261984,2961,3250,3140,3324
FBgn0261985,850,935,765,717
FBgn0261986,994,1139,1053,1122
FBgn0261987,9,7,12,8
FBgn0261988,2877,2904,2607,2685
FBgn0261989,23,27,19,12
FBgn0261990,3,2,1,0
FBgn0261991,0,0,1,0
FBgn0261992,0,0,0,0
FBgn0261993,0,0,0,0
FBgn0261994,0,0,0,0
FBgn0261995,261,307,203,242
FBgn0261996,56,56,39,59
FBgn0261997,3,2,0,3
FBgn0261998,125,160,75,109
FBgn0261999,89,89,57,79
FBgn0262000,3,1,1,1
FBgn0262001,1,2,1,1
FBgn0262002,1,0,2,0
FBgn0262003,0,1,1,1
FBgn0262004,0,1,0,0
FBgn0262005,0,0,0,2
FBgn0262006,1,0,0,0
FBgn0262007,0,0,2,1
FBgn0262008,0,0,0,0
FBgn0262009,0,0,0,0
FBgn0262010,1,0,0,1
FBgn0262017,0,0,0,0
FBgn0262018,0,0,0,2
FBgn0262020,0,0,0,0
FBgn0262021,3,1,2,4
FBgn0262022,3,2,3,2
FBgn0262023,0,0,0,0
FBgn0262024,0,0,0,0
FBgn0262025,0,0,0,0
FBgn0262026,0,0,0,0
FBgn0262027,1,1,0,4
FBgn0262028,10,17,22,21
FBgn0262029,121,143,115,159
FBgn0262030,1,0,3,2
FBgn0262031,1,1,4,4
FBgn0262033,0,0,0,0
FBgn0262035,207,273,162,211
FBgn0262036,1,2,0,0
FBgn0262057,1227,1367,1092,1073
FBgn0262081,1926,2211,2815,2892
FBgn0262097,0,0,0,0
FBgn0262098,0,1,0,0
FBgn0262099,0,0,1,0
FBgn0262100,0,0,0,0
FBgn0262101,3,2,1,3
FBgn0262102,9,10,14,9
FBgn0262103,423,477,492,581
FBgn0262104,9,9,4,3
FBgn0262105,0,0,0,0
FBgn0262106,6,8,8,7
FBgn0262107,24,35,24,20
FBgn0262108,306,392,290,327
FBgn0262109,5464,5568,4251,4571
FBgn0262111,26,38,32,48
FBgn0262112,794,723,428,466
FBgn0262114,1246,1455,1093,1163
FBgn0262115,945,1095,941,974
FBgn0262116,1121,1228,1116,1173
FBgn0262117,1587,1537,1322,1378
FBgn0262123,34,33,41,33
FBgn0262124,3560,3857,2916,2819
FBgn0262125,1271,1531,1233,1591
FBgn0262126,1109,1226,1218,1492
FBgn0262127,5519,5637,5205,5465
FBgn0262139,99,114,132,112
FBgn0262140,0,0,1,0
FBgn0262141,24,25,24,27
FBgn0262142,122,187,183,240
FBgn0262143,41,29,28,41
FBgn0262144,0,0,0,0
FBgn0262146,77,80,62,58
FBgn0262148,77,115,75,78
FBgn0262149,7,11,6,6
FBgn0262150,0,0,0,0
FBgn0262160,5962,6895,7593,8214
FBgn0262163,14,9,3,3
FBgn0262166,283,328,218,208
FBgn0262167,739,732,577,536
FBgn0262169,1328,1733,839,856
FBgn0262170,0,0,0,0
FBgn0262351,0,0,0,0
FBgn0262352,48,53,3,3
FBgn0262353,235,350,237,223
FBgn0262354,1,0,0,0
FBgn0262355,0,0,0,0
FBgn0262356,0,0,0,0
FBgn0262357,0,0,0,0
FBgn0262358,0,0,0,0
FBgn0262359,1,2,1,0
FBgn0262360,0,0,0,0
FBgn0262361,0,0,0,0
FBgn0262362,10,13,11,11
FBgn0262363,106,131,107,89
FBgn0262364,0,0,2,1
FBgn0262365,0,0,0,0
FBgn0262366,2,2,2,1
FBgn0262467,252,294,226,265
FBgn0262473,3939,4156,3732,4196
FBgn0262475,517,669,618,670
FBgn0262476,14,12,5,7
FBgn0262477,8,4,4,2
FBgn0262478,0,0,0,0
FBgn0262479,3,5,2,0
FBgn0262480,5,1,1,1
FBgn0262481,2,4,2,1
FBgn0262482,26,26,14,19
FBgn0262483,51,49,51,43
FBgn0262484,10,7,24,37
FBgn0262485,0,0,0,0
FBgn0262486,0,0,0,0
FBgn0262487,56,42,51,52
FBgn0262508,521,544,516,445
FBgn0262509,112,85,87,120
FBgn0262510,286,354,277,369
FBgn0262512,469,555,454,508
FBgn0262513,109,98,102,92
FBgn0262514,8,1,3,7
FBgn0262515,1534,1757,1349,1489
FBgn0262516,543,597,492,536
FBgn0262517,816,907,798,913
FBgn0262518,656,733,583,648
FBgn0262519,1423,1592,1052,1184
