Geneid,CHD1fem1,CHD1fem2,OREfem1,OREfem2
FBgn0085511,0,0,0,0
FBgn0085512,0,0,0,0
FBgn0085520,0,0,0,0
FBgn0085521,0,0,0,0
FBgn0085523,0,0,0,0
FBgn0085540,0,0,0,0
FBgn0085732,17,11,80,53
FBgn0085570,0,0,2,0
FBgn0085786,2,2,17,22
FBgn0085569,0,0,0,0
FBgn0085638,125,58,221,234
FBgn0085582,26,14,0,1
FBgn0085664,0,0,0,0
FBgn0085810,2,0,2,2
FBgn0085736,10,2,26,28
FBgn0085612,2,2,7,4
FBgn0085599,2,0,0,0
FBgn0085812,2,0,0,0
FBgn0085644,0,0,0,0
FBgn0085819,1382,1813,1001,1200
FBgn0085693,0,0,0,0
FBgn0085771,366,311,282,313
FBgn0085802,0,0,0,0
FBgn0085753,747,11701,829,573
FBgn0085673,0,0,0,0
FBgn0085804,0,4,6,7
FBgn0085692,0,0,0,0
FBgn0085734,173,75,465,344
FBgn0085784,0,0,0,2
FBgn0085765,0,0,0,0
FBgn0085813,469,379,342,347
FBgn0085789,0,0,1,0
FBgn0085788,0,0,3,3
FBgn0085792,0,1,6,4
FBgn0085791,0,0,1,0
FBgn0085790,0,0,0,2
FBgn0085831,0,0,0,0
FBgn0086021,0,0,0,0
FBgn0086023,0,0,0,0
FBgn0086024,2,0,3,0
FBgn0086025,2,0,3,2
FBgn0086027,4,0,8,11
FBgn0086028,2,0,6,0
FBgn0086033,0,0,0,0
FBgn0086039,5,0,14,8
FBgn0086041,0,0,0,0
FBgn0086042,0,0,0,0
FBgn0086048,0,0,2,6
FBgn0086049,0,0,0,0
FBgn0086051,0,0,0,0
FBgn0086053,0,0,3,2
FBgn0086054,6,6,20,8
FBgn0086055,0,0,0,0
FBgn0086056,0,0,0,0
FBgn0086057,0,2,11,1
FBgn0086061,2,0,4,0
FBgn0086062,0,0,0,2
FBgn0086063,0,0,0,0
FBgn0086064,0,0,0,0
FBgn0086065,0,0,4,4
FBgn0086066,0,0,0,0
FBgn0086067,1,2,5,5
FBgn0086068,0,0,0,0
FBgn0086069,1,2,1,1
FBgn0086070,0,1,0,0
FBgn0086071,0,0,0,0
FBgn0086072,0,0,0,0
FBgn0086074,0,0,0,0
FBgn0086075,0,0,0,0
FBgn0086078,0,0,0,0
FBgn0086079,0,0,1,0
FBgn0086129,227,128,392,358
FBgn0086130,26,18,75,63
FBgn0086134,106,92,300,247
FBgn0086200,2,0,4,2
FBgn0086251,20,16,74,74
FBgn0086253,13,3,16,15
FBgn0086254,337,390,1065,1051
FBgn0086265,0,0,0,2
FBgn0086266,0,0,0,0
FBgn0086346,683,432,1456,1153
FBgn0086347,241,252,731,468
FBgn0086348,163,76,84,94
FBgn0086350,18,4,71,41
FBgn0086355,997,755,1745,1659
FBgn0086356,0,0,5,8
FBgn0086357,531,383,1112,844
FBgn0086358,357,282,1050,687
FBgn0086359,302,193,539,337
FBgn0086361,328,160,821,631
FBgn0086362,49,54,118,86
FBgn0086365,60,49,111,71
FBgn0086367,447,250,1560,1318
FBgn0086368,26,8,54,53
FBgn0086370,237,155,638,680
FBgn0086371,30,28,149,109
FBgn0086372,943,519,2327,1941
FBgn0086378,68,32,227,214
FBgn0086384,173,94,307,231
FBgn0086408,48,28,80,64
FBgn0086442,377,278,826,737
FBgn0086443,145,139,436,366
FBgn0086444,36,26,109,45
FBgn0086445,29,16,67,33
FBgn0086446,20,7,74,41
FBgn0086447,0,10,18,14
FBgn0086448,6,4,28,32
FBgn0086450,379,333,777,817
FBgn0086451,194,122,614,322
FBgn0086472,1130,810,3553,2996
FBgn0086519,0,0,0,0
FBgn0086532,0,0,0,0
FBgn0086533,0,0,3,2
FBgn0086558,1423,739,3552,3624
FBgn0086600,28,4,30,18
FBgn0086601,14,0,15,23
FBgn0086602,319,93,345,277
FBgn0086603,0,0,0,0
FBgn0086604,550,291,1025,817
FBgn0086605,59,44,132,114
FBgn0086608,0,0,0,0
FBgn0086610,0,0,4,2
FBgn0086611,0,0,0,0
FBgn0086655,794,451,1464,1131
FBgn0086656,243,128,719,455
FBgn0086657,45,42,140,64
FBgn0086658,61,28,136,117
FBgn0086659,369,176,1345,1821
FBgn0086660,39,14,157,186
FBgn0086661,716,414,2661,2662
FBgn0086662,29,0,82,84
FBgn0086663,0,0,2,8
FBgn0086664,12,0,10,6
FBgn0086665,192,53,303,323
FBgn0086666,15,6,75,60
FBgn0086667,555,177,1408,1378
FBgn0086668,178,97,611,529
FBgn0086669,7,8,40,41
FBgn0086670,434,240,735,778
FBgn0086671,41,20,166,239
FBgn0086672,354,178,1672,2401
FBgn0086673,2,1,17,8
FBgn0086674,112,65,284,234
FBgn0086675,1062,517,4832,3149
FBgn0086676,1418,708,2744,1133
FBgn0086677,722,464,3150,2405
FBgn0086679,234,162,573,375
FBgn0086680,314,164,743,460
FBgn0086681,4,10,20,19
FBgn0086683,78,50,226,196
FBgn0085407,404,168,720,591
FBgn0086686,1326,771,3120,2702
FBgn0086687,7059,5074,20371,17560
FBgn0086690,1176,728,2573,2034
FBgn0086691,155,137,294,393
FBgn0086693,18,10,55,55
FBgn0086694,185,97,396,313
FBgn0086695,12,12,12,22
FBgn0086698,138,95,228,179
FBgn0086704,412,257,725,589
FBgn0086706,1090,676,2648,2139
FBgn0086707,191,94,422,298
FBgn0086708,1939,680,6879,6063
FBgn0086710,734,526,2689,2274
FBgn0086711,37,25,101,57
FBgn0086712,85,55,212,184
FBgn0086757,122,67,222,204
FBgn0086758,1190,719,3028,2243
FBgn0086768,99,34,193,180
FBgn0086778,756,413,1854,1416
FBgn0086779,302,147,673,598
FBgn0086782,128,74,509,460
FBgn0086784,1147,647,1862,1523
FBgn0086785,33,26,69,50
FBgn0086855,86,43,185,131
FBgn0086856,8,10,42,16
FBgn0086895,109,80,218,150
FBgn0086898,70,48,140,118
FBgn0086900,0,0,0,0
FBgn0086904,924,732,2620,2142
FBgn0086906,13387,6807,24568,16749
FBgn0086907,0,0,0,2
FBgn0086908,113,63,163,168
FBgn0086909,148,95,358,314
FBgn0086912,29,3,128,62
FBgn0086913,306,146,735,551
FBgn0086915,16,6,51,42
FBgn0086916,0,0,0,6
FBgn0086917,6,2,6,10
FBgn0087002,31948,22500,49239,32756
FBgn0087005,515,408,2210,2076
FBgn0087007,427,279,782,588
FBgn0087008,1527,887,2915,2036
FBgn0087011,86,29,255,237
FBgn0087012,542,275,2068,1408
FBgn0087013,2116,1180,5062,4436
FBgn0087021,0,0,0,2
FBgn0087035,933,612,2259,2102
FBgn0087039,28,16,58,78
FBgn0087040,2,0,17,24
FBgn0087041,0,0,0,0
FBgn0243486,262,163,593,420
FBgn0243511,132,80,304,185
FBgn0243512,507,318,1499,766
FBgn0243513,6,8,23,30
FBgn0243514,8,2,20,22
FBgn0243516,511,269,1100,740
FBgn0243586,14,4,23,20
FBgn0250731,0,0,0,0
FBgn0250732,188,112,625,487
FBgn0250746,130,82,286,291
FBgn0250753,844,480,1889,1201
FBgn0250754,518,298,1181,929
FBgn0250755,115,58,94,112
FBgn0250757,123,95,200,146
FBgn0250785,440,230,901,702
FBgn0250786,608,340,2490,1889
FBgn0250788,4810,2876,8849,6329
FBgn0250789,4652,2791,9506,7475
FBgn0250791,390,218,1114,802
FBgn0250814,1367,906,2588,1923
FBgn0250815,0,0,1,0
FBgn0250816,4,4,4,5
FBgn0250817,0,0,0,0
FBgn0250819,82,24,476,373
FBgn0250820,86,54,170,158
FBgn0250821,10,8,4,2
FBgn0250822,2,1,6,8
FBgn0250823,1161,711,3022,2124
FBgn0250824,0,0,8,10
FBgn0250825,0,0,0,0
FBgn0250826,3,2,19,9
FBgn0250827,39,16,91,56
FBgn0250830,341,152,494,408
FBgn0250831,0,0,0,0
FBgn0250832,0,0,0,0
FBgn0250833,4,4,91,68
FBgn0250834,2,0,0,0
FBgn0250835,12,10,28,18
FBgn0250836,0,0,2,0
FBgn0250837,0,0,0,0
FBgn0250838,186,111,501,436
FBgn0250839,198,106,241,194
FBgn0250841,0,0,0,0
FBgn0250842,0,0,10,4
FBgn0250843,101,78,327,202
FBgn0250844,0,0,1,2
FBgn0250845,0,0,4,2
FBgn0250846,0,0,0,0
FBgn0250847,0,0,5,3
FBgn0250848,356,337,509,358
FBgn0250849,0,0,0,0
FBgn0250850,112,70,234,198
FBgn0250851,0,0,0,0
FBgn0250862,14,6,25,18
FBgn0250867,314,148,615,467
FBgn0250868,6,6,20,24
FBgn0250869,351,200,1251,782
FBgn0250871,431,289,871,412
FBgn0250874,101,44,173,156
FBgn0250903,0,0,0,0
FBgn0250904,0,0,2,0
FBgn0250906,846,489,1272,1492
FBgn0250907,106,55,201,174
FBgn0250908,333,169,1036,656
FBgn0250910,433,194,850,805
FBgn0250911,0,0,0,0
FBgn0259098,2,0,20,10
FBgn0259099,139,101,359,267
FBgn0259101,6,4,12,2
FBgn0259108,9648,5428,19193,14216
FBgn0259110,1808,1010,4308,3112
FBgn0259111,1022,668,2487,1974
FBgn0259112,3,1,6,13
FBgn0259113,6,2,4,6
FBgn0259139,397,215,1009,789
FBgn0259140,0,2,8,6
FBgn0259143,388,235,1188,927
FBgn0259145,777,418,1544,1253
FBgn0259146,421,259,961,644
FBgn0259148,12,11,22,11
FBgn0259149,23,11,43,36
FBgn0259150,815,437,1588,1256
FBgn0259151,19,6,72,49
FBgn0259152,101,67,254,154
FBgn0259162,19,10,47,23
FBgn0259163,2225,1280,5523,4314
FBgn0259164,11,8,33,60
FBgn0259166,371,247,607,515
FBgn0259167,71,56,109,127
FBgn0259168,536,278,1246,1003
FBgn0259170,624,389,1431,1163
FBgn0259171,1089,558,2602,1941
FBgn0259173,517,264,1212,917
FBgn0259174,782,437,1615,1304
FBgn0259175,328,209,376,269
FBgn0259176,4077,2020,8627,6672
FBgn0259178,147,91,346,366
FBgn0259179,9,10,30,12
FBgn0259183,32,15,71,37
FBgn0259184,47,34,107,58
FBgn0259185,0,0,2,0
FBgn0259186,0,0,0,0
FBgn0259187,2,0,2,2
FBgn0259188,4,2,7,2
FBgn0259189,0,0,0,4
FBgn0259190,0,0,2,2
FBgn0259192,0,4,4,2
FBgn0259193,0,1,2,0
FBgn0259194,2,0,0,2
FBgn0259195,0,0,2,6
FBgn0259196,0,0,4,0
FBgn0259198,2,0,8,10
FBgn0259199,0,0,0,0
FBgn0259200,0,0,0,0
FBgn0259201,0,0,0,0
FBgn0259202,0,0,0,0
FBgn0259203,0,0,0,0
FBgn0259204,0,0,0,0
FBgn0259209,170,111,367,236
FBgn0259210,678,351,1044,881
FBgn0259211,503,204,946,778
FBgn0259212,1855,949,3496,2833
FBgn0259213,405,212,842,645
FBgn0259214,1706,893,4121,3485
FBgn0259215,27,10,63,41
FBgn0259216,108,66,594,425
FBgn0259219,229,95,321,206
FBgn0259221,1157,706,2502,2077
FBgn0259222,651,351,1492,1032
FBgn0259223,0,0,10,8
FBgn0259224,533,272,1215,1191
FBgn0259226,148,78,150,84
FBgn0259227,495,268,821,507
FBgn0259228,1160,589,2050,1725
FBgn0259229,41,40,71,66
FBgn0259230,0,0,0,0
FBgn0259231,31,32,110,96
FBgn0259233,38,26,175,157
FBgn0259236,52,28,180,204
FBgn0259237,0,0,0,0
FBgn0259238,54,69,161,123
FBgn0259239,145,70,283,179
FBgn0259241,99,73,292,209
FBgn0259242,160,116,602,481
FBgn0259243,557,327,1768,1241
FBgn0259244,452,287,989,816
FBgn0259245,118,50,401,280
FBgn0259246,4351,2757,10075,7553
FBgn0259481,1347,793,4504,2939
FBgn0259482,18,22,101,82
FBgn0259483,101,74,270,199
FBgn0259676,0,2,2,6
FBgn0259677,462,244,954,775
FBgn0259678,221,122,339,245
FBgn0259682,479,283,672,523
FBgn0259683,6,2,14,8
FBgn0259685,1524,796,2716,1931
FBgn0259699,0,0,0,0
FBgn0259700,2,0,14,19
FBgn0259701,0,0,2,0
FBgn0259702,0,0,0,0
FBgn0259703,0,0,0,0
FBgn0259704,15,10,48,28
FBgn0259705,17,6,19,10
FBgn0259707,94,61,318,285
FBgn0259708,0,0,0,0
FBgn0259709,0,0,0,0
FBgn0259710,0,0,0,2
FBgn0259711,16,8,56,34
FBgn0259712,19,2,22,25
FBgn0259713,6,0,158,91
FBgn0259714,106,61,202,131
FBgn0259715,705,490,2466,1627
FBgn0259716,154,115,133,110
FBgn0259717,0,0,0,0
FBgn0259718,0,0,0,0
FBgn0259720,0,0,0,0
FBgn0259721,0,0,0,0
FBgn0259722,18,10,98,52
FBgn0259725,0,0,0,0
FBgn0259726,0,0,0,0
FBgn0259727,0,0,0,0
FBgn0259728,0,0,0,0
FBgn0259729,34,28,73,53
FBgn0259730,0,0,0,0
FBgn0259731,0,0,0,0
FBgn0259732,0,0,0,0
FBgn0259733,0,0,0,0
FBgn0259734,621,278,979,874
FBgn0259735,1311,740,2979,2275
FBgn0259736,588,354,1227,981
FBgn0259737,4,2,12,4
FBgn0259738,77,23,205,125
FBgn0259739,13,3,35,29
FBgn0259740,29,17,64,37
FBgn0259741,20,18,40,31
FBgn0259742,35,28,187,186
FBgn0259745,477,285,1393,1239
FBgn0259748,0,0,0,0
FBgn0259749,193,126,486,373
FBgn0259785,362,194,836,626
FBgn0259789,387,172,806,818
FBgn0259791,1,0,0,2
FBgn0259794,37,22,78,34
FBgn0259795,0,4,2,0
FBgn0259817,0,0,0,0
FBgn0259818,150,82,384,392
FBgn0259821,399,252,1096,887
FBgn0259823,583,270,1163,1371
FBgn0259824,300,161,662,531
FBgn0259831,2,2,2,4
FBgn0259832,4,10,16,9
FBgn0259834,130,63,587,240
FBgn0259837,0,0,0,0
FBgn0259838,0,0,0,0
FBgn0259839,0,0,0,0
FBgn0259840,0,0,0,0
FBgn0259841,0,0,0,0
FBgn0259842,0,0,0,0
FBgn0259843,0,0,0,0
FBgn0259845,0,0,0,0
FBgn0259846,0,0,0,0
FBgn0259847,0,0,0,0
FBgn0259848,0,0,0,0
FBgn0259849,0,0,0,0
FBgn0259850,0,0,0,0
FBgn0259851,0,0,0,0
FBgn0259852,0,0,0,0
FBgn0259853,0,0,0,0
FBgn0259855,0,0,0,0
FBgn0259856,0,0,0,0
FBgn0259857,0,0,0,0
FBgn0259858,0,0,0,0
FBgn0259859,0,0,0,0
FBgn0259860,0,0,0,0
FBgn0259861,0,0,0,0
FBgn0259862,0,0,0,0
FBgn0259863,0,0,0,0
FBgn0259864,0,0,0,0
FBgn0259869,0,0,0,0
FBgn0259870,0,0,0,0
FBgn0259875,0,0,0,0
FBgn0259876,112,75,225,161
FBgn0259878,164,49,288,276
FBgn0259896,16,13,112,114
FBgn0259916,10,5,29,26
FBgn0259917,0,0,2,0
FBgn0259918,453,272,2039,1436
FBgn0259922,0,0,0,0
FBgn0259923,301,223,613,444
FBgn0259926,13,10,24,22
FBgn0259927,1948,1019,4105,3180
FBgn0259932,0,0,0,0
FBgn0259933,0,0,0,0
FBgn0259935,126,88,249,176
FBgn0259936,20,3,43,48
FBgn0259937,76,72,364,216
FBgn0259938,971,473,2513,1416
FBgn0259949,0,0,0,0
FBgn0259950,0,0,2,0
FBgn0259951,0,0,11,7
FBgn0259952,0,1,14,4
FBgn0259953,2,0,7,4
FBgn0259954,0,0,2,0
FBgn0259955,0,0,4,0
FBgn0259956,0,2,0,0
FBgn0259957,4,0,2,0
FBgn0259958,0,0,0,0
FBgn0259959,0,0,0,0
FBgn0259960,2,0,0,0
FBgn0259961,0,0,0,0
FBgn0259962,0,0,0,0
FBgn0259963,4,4,13,16
FBgn0259964,2,2,23,2
FBgn0259965,0,0,0,0
FBgn0259966,1,0,2,0
FBgn0259967,0,0,0,0
FBgn0259968,0,0,0,2
FBgn0259969,2,4,4,0
FBgn0259970,0,0,0,0
FBgn0259971,0,0,0,0
FBgn0259972,0,0,0,0
FBgn0259973,0,0,0,0
FBgn0259974,0,0,2,9
FBgn0259975,0,2,2,2
FBgn0259977,101,44,168,153
FBgn0259978,224,145,512,448
FBgn0259982,8,8,10,16
FBgn0259984,440,262,946,864
FBgn0259985,241,177,1082,838
FBgn0259986,4,0,8,11
FBgn0259989,2,0,2,1
FBgn0259990,0,0,0,0
FBgn0259991,0,0,0,0
FBgn0259992,4,2,12,19
FBgn0259993,53,35,226,101
FBgn0259994,2131,1148,4993,3929
FBgn0259996,0,2,0,0
FBgn0259998,0,0,1,0
FBgn0260000,0,0,0,0
FBgn0260002,0,0,1,4
FBgn0260003,3000,1558,4911,3975
FBgn0260004,122,57,344,232
FBgn0260005,556,344,1107,1052
FBgn0260006,102,38,206,141
FBgn0260007,12,3,30,18
FBgn0260008,38,46,160,135
FBgn0260011,16,17,94,55
FBgn0260012,268,150,885,632
FBgn0260026,8,8,12,36
FBgn0260027,4,4,23,10
FBgn0260049,154,72,373,218
FBgn0260222,0,0,0,0
FBgn0260223,0,0,0,0
FBgn0260224,0,0,0,0
FBgn0260225,0,0,0,0
FBgn0260226,0,0,0,0
FBgn0260228,0,0,0,0
FBgn0260229,0,0,0,0
FBgn0260230,0,0,0,0
FBgn0260231,0,0,0,0
FBgn0260233,0,0,0,0
FBgn0260234,0,0,0,0
FBgn0260237,0,0,0,0
FBgn0260238,0,0,0,0
FBgn0260243,63,53,138,116
FBgn0260386,43,18,59,80
FBgn0260388,124,58,276,253
FBgn0260390,0,0,0,0
FBgn0260392,0,0,0,0
FBgn0260393,0,0,0,0
FBgn0260396,0,0,0,2
FBgn0260397,81,43,156,146
FBgn0260398,0,0,0,0
FBgn0260399,6,2,3,6
FBgn0260400,999,492,3508,2339
FBgn0260401,0,0,0,0
FBgn0260407,6,12,55,42
FBgn0260428,28,22,89,71
FBgn0260429,218,101,351,221
FBgn0260430,0,0,2,0
FBgn0260431,12,2,36,27
FBgn0260434,0,0,0,0
FBgn0260435,0,0,0,0
FBgn0260436,0,0,0,0
FBgn0260437,0,0,0,0
FBgn0260486,895,447,2605,1821
FBgn0260487,38,37,119,98
FBgn0260499,1767,1036,5768,4217
FBgn0260632,396,229,1065,769
FBgn0260634,1380,760,3467,3317
FBgn0260635,678,425,2490,2577
FBgn0260639,40,18,126,62
FBgn0260642,2,2,20,4
FBgn0260643,0,0,0,0
FBgn0260644,0,0,0,0
FBgn0260645,0,0,1,0
FBgn0260646,0,0,0,0
FBgn0260648,7,2,26,17
FBgn0260653,66,38,146,90
FBgn0260655,189,121,409,367
FBgn0260657,2362,1209,4943,3767
FBgn0260658,839,399,1654,1486
FBgn0260659,227,110,459,391
FBgn0260660,600,358,1211,981
FBgn0260713,0,4,0,0
FBgn0260718,0,0,4,2
FBgn0260719,0,0,0,0
FBgn0260720,13,2,6,3
FBgn0260721,0,0,0,0
FBgn0260722,148,82,364,304
FBgn0260741,41,36,72,99
FBgn0260742,179,97,286,211
FBgn0260743,87,50,175,174
FBgn0260744,216,148,537,443
FBgn0260745,740,412,1508,1070
FBgn0260746,221,245,245,172
FBgn0260747,858,598,2800,2552
FBgn0260748,336,194,806,602
FBgn0260749,236,105,579,386
FBgn0260750,32,18,49,62
FBgn0260753,330,199,857,587
FBgn0260755,6,12,50,42
FBgn0260756,12,12,101,84
FBgn0260758,5,8,40,22
FBgn0260759,0,0,0,0
FBgn0260760,0,0,0,0
FBgn0260761,0,0,0,0
FBgn0260762,0,0,0,0
FBgn0260763,14,4,20,14
FBgn0260764,12,4,18,20
FBgn0260766,12,2,12,21
FBgn0260767,0,0,0,0
FBgn0260768,0,4,27,12
FBgn0260770,0,0,0,0
FBgn0260771,28,20,72,56
FBgn0260775,0,0,0,0
FBgn0260776,0,0,2,4
FBgn0260777,0,0,4,0
FBgn0260779,42,28,122,83
FBgn0260780,10,10,24,22
FBgn0260789,162,105,298,228
FBgn0260793,641,337,2478,1826
FBgn0260794,3217,1735,6217,4695
FBgn0260795,705,496,1817,1553
FBgn0260798,242,137,811,546
FBgn0260799,403,237,1189,903
FBgn0260812,16,6,61,45
FBgn0260817,56,57,168,77
FBgn0260855,192,122,469,444
FBgn0260856,17,12,27,37
FBgn0260857,26,14,66,36
FBgn0260858,65,34,142,166
FBgn0260859,6,6,20,28
FBgn0260860,20,10,30,42
FBgn0260861,18,9,59,60
FBgn0260862,21,18,80,78
FBgn0260866,547,287,1425,931
FBgn0260867,0,0,0,1
FBgn0260868,0,0,12,6
FBgn0260869,0,0,0,0
FBgn0260870,0,0,0,0
FBgn0260871,0,0,0,0
FBgn0260873,0,0,0,0
FBgn0260874,20,14,112,64
FBgn0260932,2,0,0,14
FBgn0260933,39,29,88,73
FBgn0260934,3561,1963,7780,6408
FBgn0260935,176,104,378,312
FBgn0260936,550,320,1089,742
FBgn0260938,1554,893,2832,2478
FBgn0260940,25,23,70,53
FBgn0260941,1154,571,2482,1944
FBgn0260942,90,48,259,107
FBgn0260943,2908,1401,6585,5658
FBgn0260944,203,123,419,292
FBgn0260945,668,353,1342,1310
FBgn0260953,0,0,0,0
FBgn0260954,3,1,0,0
FBgn0260955,0,0,0,0
FBgn0260959,102,75,226,197
FBgn0260960,755,434,1273,795
FBgn0260962,171,126,512,382
FBgn0260964,640,343,2151,1748
FBgn0260965,216,131,707,577
FBgn0260967,2,2,7,2
FBgn0260968,0,2,4,0
FBgn0260969,0,0,0,0
FBgn0260970,1407,841,2851,2116
FBgn0260971,231,159,489,433
FBgn0260972,274,160,689,573
FBgn0260985,32,8,34,30
FBgn0260986,0,2,0,0
FBgn0260987,342,196,1038,946
FBgn0260990,529,290,1091,946
FBgn0260991,2,2,6,6
FBgn0260995,97,46,326,312
FBgn0260996,0,0,0,0
FBgn0260997,2,0,2,2
FBgn0261004,14,20,43,30
FBgn0261006,0,0,0,0
FBgn0261015,53,33,159,125
FBgn0261016,57,43,151,102
FBgn0261019,0,0,0,0
FBgn0261020,37,26,86,80
FBgn0261041,1346,721,2700,1983
FBgn0261046,898,490,1575,1082
FBgn0261049,66,62,184,149
FBgn0261053,163,71,240,241
FBgn0261054,0,3,0,2
FBgn0261055,0,0,0,0
FBgn0261057,0,0,0,0
FBgn0261058,0,0,0,0
FBgn0261059,3,8,4,4
FBgn0261060,0,0,0,0
FBgn0261061,0,0,0,0
FBgn0261064,42,39,124,113
FBgn0261065,19,26,68,44
FBgn0261067,12,8,35,44
FBgn0261068,12,12,20,15
FBgn0261085,210,137,412,335
FBgn0261086,168,72,347,279
FBgn0261089,136,103,514,337
FBgn0261090,140,71,383,226
FBgn0261108,221,127,479,333
FBgn0261109,25,22,47,48
FBgn0261111,40,30,90,50
FBgn0261112,60,38,174,131
FBgn0261113,2200,1210,5151,2859
FBgn0261119,57,27,141,120
FBgn0261238,1037,563,2038,1497
FBgn0261239,287,153,555,541
FBgn0261243,338,289,868,675
FBgn0261244,746,389,1342,1035
FBgn0261245,9,0,6,8
FBgn0261258,375,268,1371,787
FBgn0261260,3881,2186,6770,5640
FBgn0261261,1045,641,2452,1969
FBgn0261262,1160,577,2241,1568
FBgn0261266,2,0,2,2
FBgn0261267,20,16,24,25
FBgn0261268,288,201,793,618
FBgn0261269,18,6,40,20
FBgn0261270,43,46,203,148
FBgn0261274,94,64,208,161
FBgn0261276,501,319,1089,764
FBgn0261277,12,8,30,22
FBgn0261278,160,98,413,327
FBgn0261279,327,237,846,679
FBgn0261283,1889,1134,3428,2445
FBgn0261284,34,14,62,52
FBgn0261285,396,184,990,639
FBgn0261286,56,44,182,109
FBgn0261287,65,22,129,89
FBgn0261289,0,0,2,4
FBgn0261290,0,0,0,1
FBgn0261291,2,2,0,0
FBgn0261292,3,2,0,2
FBgn0261293,2,3,1,2
FBgn0261294,8,2,6,18
FBgn0261341,129,94,166,103
FBgn0261349,0,0,8,6
FBgn0261353,0,0,0,0
FBgn0261356,2,0,10,0
FBgn0261357,0,0,0,0
FBgn0261358,0,0,0,0
FBgn0261360,1,0,1,0
FBgn0261361,0,0,3,2
FBgn0261363,2,7,7,13
FBgn0261373,14,4,30,28
FBgn0261380,46,24,109,58
FBgn0261381,0,0,0,0
FBgn0261385,24,10,40,35
FBgn0261386,0,2,2,0
FBgn0261387,317,228,1106,894
FBgn0261393,64,48,166,136
FBgn0261394,88,62,200,213
FBgn0261395,4,7,0,2
FBgn0261396,143,106,346,317
FBgn0261397,868,509,2004,1612
FBgn0261399,0,0,0,0
FBgn0261401,0,2,0,4
FBgn0261402,8,2,19,13
FBgn0261403,513,313,1265,1108
FBgn0261429,4,0,8,9
FBgn0261434,4,0,4,4
FBgn0261436,123,88,242,207
FBgn0261437,16,4,62,53
FBgn0261439,1355,732,2430,1980
FBgn0261444,1751,1159,3777,2763
FBgn0261445,228,112,389,348
FBgn0261446,4,2,13,15
FBgn0261452,12,8,15,3
FBgn0261453,6,0,2,10
FBgn0261454,6,0,10,14
FBgn0261455,0,0,0,0
FBgn0261456,123,94,280,237
FBgn0261458,550,364,1276,830
FBgn0261461,599,312,1473,1040
FBgn0261477,351,199,889,580
FBgn0261479,32,19,124,48
FBgn0261501,0,0,9,4
FBgn0261502,0,0,0,0
FBgn0261503,2,6,18,14
FBgn0261504,9375,6639,11045,9792
FBgn0261505,3,2,4,6
FBgn0261506,1,2,7,7
FBgn0261507,8,2,12,6
FBgn0261508,1,4,7,2
FBgn0261509,253,144,542,397
FBgn0261514,13,6,20,7
FBgn0261522,0,0,0,0
FBgn0261523,0,0,2,0
FBgn0261524,133,94,258,200
FBgn0261526,2,2,0,2
FBgn0261529,0,0,2,0
FBgn0261530,65,42,193,155
FBgn0261531,0,0,0,0
FBgn0261532,478,271,991,855
FBgn0261534,0,0,0,0
FBgn0261535,66,42,125,70
FBgn0261536,0,0,0,0
FBgn0261537,0,0,0,0
FBgn0261538,0,0,0,0
FBgn0261545,187,96,355,314
FBgn0261547,1220,715,3121,2724
FBgn0261549,5353,2797,15085,11759
FBgn0261550,794,453,1726,1156
FBgn0261552,5131,2918,15003,10434
FBgn0261553,1273,748,2716,2077
FBgn0261554,671,389,1285,1057
FBgn0261555,384,167,800,553
FBgn0261556,950,558,2214,1643
FBgn0261560,667,420,1664,1658
FBgn0261561,62,67,152,128
FBgn0261562,64,38,131,90
FBgn0261563,314,237,558,845
FBgn0261564,569,297,755,646
FBgn0261565,968,544,2893,2167
FBgn0261566,0,0,0,0
FBgn0261567,2,0,0,0
FBgn0261568,0,0,0,0
FBgn0261570,893,509,1771,1211
FBgn0261571,0,0,0,0
FBgn0261573,408,280,1208,815
FBgn0261574,1662,853,4111,2774
FBgn0261575,339,386,34,18
FBgn0261580,0,0,0,0
FBgn0261581,0,0,2,0
FBgn0261582,0,0,0,0
FBgn0261583,0,0,0,2
FBgn0261584,24,20,51,21
FBgn0261586,0,0,0,0
FBgn0261587,0,2,2,2
FBgn0261588,866,598,1343,1075
FBgn0261592,2694,1763,7489,6588
FBgn0261596,1879,1193,5239,4503
FBgn0261597,1575,1106,5513,5155
FBgn0261599,1310,851,5156,4426
FBgn0261602,4184,2875,10860,9350
FBgn0261608,667,492,2511,2224
FBgn0261609,160,123,562,311
FBgn0261610,139,90,407,340
FBgn0261611,84,63,249,173
FBgn0261612,38,15,71,40
FBgn0261614,0,0,0,0
FBgn0261615,0,0,0,0
FBgn0261616,0,0,0,2
FBgn0261617,3295,1732,5285,4828
FBgn0261618,3786,2098,7774,6128
FBgn0261624,10,2,41,33
FBgn0261625,283,145,914,626
FBgn0261627,0,0,1,0
FBgn0261628,10,10,24,20
FBgn0261630,0,0,0,0
FBgn0261631,0,0,0,0
FBgn0261632,0,0,0,0
FBgn0261633,0,0,2,0
FBgn0261634,0,0,1,2
FBgn0261635,0,0,0,0
FBgn0261636,4,4,12,6
FBgn0261638,6,0,6,6
FBgn0261639,0,0,0,0
FBgn0261640,0,0,0,0
FBgn0261641,743,458,1291,1257
FBgn0261647,423,218,901,550
FBgn0261648,108,58,197,181
