Geneid,CHD1male1,CHD1male2,OREmale1,OREmale2
FBgn0262845,0,0,0,0
FBgn0262846,0,0,0,0
FBgn0262847,4,0,8,0
FBgn0262848,0,0,3,10
FBgn0262849,0,0,0,0
FBgn0262850,0,0,0,0
FBgn0262851,0,0,0,0
FBgn0262852,0,0,0,0
FBgn0262853,0,0,0,0
FBgn0262854,7,13,28,33
FBgn0262855,149,35,162,152
FBgn0262856,0,0,0,0
FBgn0262857,0,0,0,0
FBgn0262858,20,8,26,20
FBgn0262866,495,232,831,767
FBgn0262867,278,85,407,306
FBgn0262869,2178,776,3000,2741
FBgn0262870,1975,789,1997,1697
FBgn0262871,916,371,1262,1081
FBgn0262872,3043,1168,4414,3977
FBgn0262873,4,0,0,4
FBgn0262874,2,0,0,0
FBgn0262875,0,0,0,0
FBgn0262876,28,13,38,48
FBgn0262877,4,0,7,8
FBgn0262878,4,0,2,0
FBgn0262879,0,0,5,0
FBgn0262880,0,0,2,0
FBgn0262881,8,8,0,0
FBgn0262882,0,0,0,2
FBgn0262883,2,2,0,2
FBgn0262885,0,0,0,0
FBgn0262886,22,2,23,21
FBgn0262887,16,14,28,19
FBgn0262888,5,1,5,6
FBgn0262889,2,0,0,0
FBgn0262890,4,0,0,0
FBgn0262891,0,0,0,0
FBgn0262892,2,0,2,0
FBgn0262893,2,0,2,4
FBgn0262894,0,0,0,0
FBgn0262895,0,0,4,0
FBgn0262896,2,0,2,6
FBgn0262897,4,0,0,4
FBgn0262898,4,6,2,2
FBgn0262899,0,0,0,0
FBgn0262900,86,35,197,135
FBgn0262901,30,2,27,42
FBgn0262902,5,2,9,2
FBgn0262903,0,0,0,0
FBgn0262904,21,6,13,24
FBgn0262905,0,0,2,5
FBgn0262937,152,44,216,174
FBgn0262943,0,0,1,0
FBgn0262944,0,0,0,0
FBgn0262945,19,4,14,9
FBgn0262947,4,0,1,6
FBgn0262948,8,0,8,22
FBgn0262951,2,0,2,0
FBgn0262952,1582,655,1691,2114
FBgn0262954,34,29,55,49
FBgn0262955,525,199,997,744
FBgn0262960,0,0,0,0
FBgn0262961,4,0,0,4
FBgn0262962,0,2,8,4
FBgn0262963,0,0,0,2
FBgn0262964,2,0,2,3
FBgn0262965,0,0,1,0
FBgn0262966,0,0,0,0
FBgn0262967,4,0,0,0
FBgn0262968,0,0,0,2
FBgn0262969,2,0,0,0
FBgn0262970,2,0,11,11
FBgn0262971,0,0,4,1
FBgn0262972,16,84,86,91
FBgn0262974,10,2,22,14
FBgn0262975,3661,1441,5599,4787
FBgn0262976,202,88,327,332
FBgn0262979,2,0,3,2
FBgn0262980,0,0,2,0
FBgn0262981,0,0,0,0
FBgn0262982,0,0,0,0
FBgn0262983,22,6,0,3
FBgn0262984,0,0,0,0
FBgn0262985,2,2,0,0
FBgn0262986,2,0,0,0
FBgn0262987,0,0,0,1
FBgn0262988,0,0,0,0
FBgn0262989,0,0,0,0
FBgn0262990,0,2,0,0
FBgn0262991,0,0,0,0
FBgn0262992,0,0,0,0
FBgn0262993,20,8,39,21
FBgn0262994,0,0,0,0
FBgn0262995,0,0,2,0
FBgn0262996,0,0,0,0
FBgn0262998,0,0,0,0
FBgn0262999,0,0,0,0
FBgn0263000,3,0,0,0
FBgn0263001,4,0,8,4
FBgn0263002,0,0,0,0
FBgn0263004,29,10,126,119
FBgn0263005,134,44,215,182
FBgn0263006,7326,3307,11493,9176
FBgn0263018,367,1375,449,257
FBgn0263019,148,109,379,384
FBgn0263020,0,0,0,6
FBgn0263021,0,0,0,0
FBgn0263022,0,0,0,0
FBgn0263023,0,0,0,2
FBgn0263024,0,0,0,4
FBgn0263025,23,12,61,65
FBgn0263026,7,0,2,3
FBgn0263027,30,11,48,30
FBgn0263029,110,90,179,211
FBgn0263030,0,0,0,0
FBgn0263031,0,0,0,0
FBgn0263032,0,0,0,0
FBgn0263033,0,0,0,0
FBgn0263034,36,18,107,98
FBgn0263035,29,12,145,104
FBgn0263036,47,18,213,145
FBgn0263037,0,0,0,0
FBgn0263038,10,2,12,9
FBgn0263040,0,0,0,0
FBgn0263041,4,0,0,0
FBgn0263042,10,0,21,5
FBgn0263046,0,0,0,0
FBgn0263047,23,10,32,32
FBgn0263048,114,49,196,168
FBgn0263049,61,16,114,121
FBgn0263050,0,0,0,0
FBgn0263051,0,0,0,0
FBgn0263072,2673,1006,5222,4465
FBgn0263076,39,15,76,71
FBgn0263077,7292,3128,20945,17787
FBgn0263078,0,0,6,8
FBgn0263079,6,0,15,22
FBgn0263080,0,2,6,2
FBgn0263081,0,0,0,0
FBgn0263082,0,0,0,0
FBgn0263083,101,49,150,139
FBgn0263084,0,0,0,0
FBgn0263085,0,0,0,0
FBgn0263086,0,0,0,0
FBgn0263087,0,0,0,0
FBgn0263088,2,0,2,2
FBgn0263089,0,0,0,1
FBgn0263090,0,0,0,0
FBgn0263091,2,1,0,7
FBgn0263092,31,14,17,17
FBgn0263093,0,0,0,0
FBgn0263094,0,0,0,0
FBgn0263095,0,0,0,4
FBgn0263096,2,2,10,14
FBgn0263102,3088,1374,5553,4908
FBgn0263106,2819,1045,9716,8883
FBgn0263108,2071,779,3088,2583
FBgn0263109,22,10,68,40
FBgn0263110,2418,839,3629,2955
FBgn0263111,4656,1660,10784,9965
FBgn0263112,500,202,728,815
FBgn0263113,11,8,25,28
FBgn0263114,12,6,14,7
FBgn0263116,255,91,473,395
FBgn0263117,46,13,127,83
FBgn0263120,3536,1551,6818,5716
FBgn0263121,6,4,28,11
FBgn0263130,0,4,0,0
FBgn0263131,1078,407,2035,1700
FBgn0263132,142,48,233,223
FBgn0263133,135,45,305,207
FBgn0263143,7,0,11,11
FBgn0263144,1152,451,1954,1440
FBgn0263197,2756,898,4212,3538
FBgn0263198,1156,422,1583,1478
FBgn0263199,808,295,1379,1109
FBgn0263200,289,124,501,452
FBgn0263201,0,0,0,2
FBgn0263206,2,0,0,4
FBgn0263207,0,0,0,0
FBgn0263208,0,0,0,0
FBgn0263209,0,0,0,0
FBgn0263210,0,0,0,0
FBgn0263211,0,0,0,2
FBgn0263212,0,0,0,0
FBgn0263213,0,0,0,0
FBgn0263214,0,0,0,0
FBgn0263215,0,0,0,0
FBgn0263216,2,2,8,4
FBgn0263217,0,0,0,0
FBgn0263219,2208,797,3706,3058
FBgn0263220,3813,1709,6374,5785
FBgn0263231,1691,644,3051,2646
FBgn0263232,77,24,130,132
FBgn0263233,0,0,0,0
FBgn0263234,0,0,0,0
FBgn0263235,2,0,0,2
FBgn0263236,447,211,560,422
FBgn0263237,50,22,74,93
FBgn0263239,43,22,61,88
FBgn0263240,113,20,161,136
FBgn0263241,232,86,245,221
FBgn0263246,0,0,0,0
FBgn0263247,0,0,0,0
FBgn0263248,0,0,0,0
FBgn0263249,0,0,0,0
FBgn0263250,2,0,2,1
FBgn0263251,0,0,0,0
FBgn0263256,426,168,571,524
FBgn0263257,7454,2879,10656,8906
FBgn0263258,1134,357,2353,1974
FBgn0263260,51,28,89,76
FBgn0263270,16,2,63,35
FBgn0263271,0,0,0,0
FBgn0263278,170,46,256,216
FBgn0263289,8258,3098,14556,11474
FBgn0263290,15,12,34,30
FBgn0263314,0,0,0,0
FBgn0263316,365,196,782,652
FBgn0263320,0,0,0,0
FBgn0263321,31,18,6,12
FBgn0263322,0,0,0,0
FBgn0263323,0,0,0,1
FBgn0263324,0,0,0,0
FBgn0263325,22,6,28,23
FBgn0263326,0,0,0,2
FBgn0263327,9,5,27,28
FBgn0263328,0,0,0,0
FBgn0263329,8,3,14,8
FBgn0263330,22,4,32,38
FBgn0263331,0,0,0,0
FBgn0263332,9,2,13,11
FBgn0263333,0,2,0,0
FBgn0263334,2,0,0,4
FBgn0263335,2,0,0,0
FBgn0263336,55,14,46,35
FBgn0263337,0,0,0,0
FBgn0263338,33,8,46,31
FBgn0263339,2,2,16,6
FBgn0263340,0,0,0,1
FBgn0263341,0,0,0,2
FBgn0263342,0,0,0,0
FBgn0263343,8,2,2,0
FBgn0263344,0,0,0,0
FBgn0263345,4,2,10,6
FBgn0263346,3979,1397,6361,5560
FBgn0263351,413,162,568,430
FBgn0263352,3677,1624,6465,6158
FBgn0263353,2371,745,4793,4610
FBgn0263354,990,312,1868,1569
FBgn0263355,811,385,1610,1457
FBgn0263376,10,5,17,9
FBgn0263377,0,0,0,0
FBgn0263378,0,0,0,0
FBgn0263379,12,2,20,23
FBgn0263380,8,0,0,0
FBgn0263381,6,4,8,4
FBgn0263382,0,0,0,0
FBgn0263383,0,0,0,0
FBgn0263384,0,0,2,0
FBgn0263385,14,4,20,16
FBgn0263386,0,0,0,0
FBgn0263387,0,0,0,0
FBgn0263388,0,0,0,0
FBgn0263389,0,0,4,0
FBgn0263390,237,127,380,319
FBgn0263391,2042,785,3414,3127
FBgn0263392,5326,1972,9224,7719
FBgn0263395,1814,617,3495,2940
FBgn0263396,2557,1204,4152,3949
FBgn0263397,4788,1842,7840,6928
FBgn0263398,339,106,388,357
FBgn0263399,11,4,28,20
FBgn0263400,51,10,158,137
FBgn0263401,0,0,0,0
FBgn0263402,8,16,18,13
FBgn0263403,0,0,0,0
FBgn0263404,0,0,0,0
FBgn0263405,0,0,0,0
FBgn0263406,4,2,2,6
FBgn0263407,0,0,0,0
FBgn0263408,25,6,27,10
FBgn0263409,0,0,0,0
FBgn0263410,1,2,0,0
FBgn0263411,2,0,0,0
FBgn0263412,12,4,2,6
FBgn0263413,2939,866,6017,5335
FBgn0263414,9,5,24,27
FBgn0263415,13,0,8,11
FBgn0263441,119,53,125,124
FBgn0263442,0,0,0,0
FBgn0263443,0,0,0,0
FBgn0263444,0,0,1,2
FBgn0263445,0,4,6,0
FBgn0263446,0,0,0,0
FBgn0263447,2,0,6,3
FBgn0263448,0,0,0,0
FBgn0263449,5,2,11,12
FBgn0263451,2,0,0,3
FBgn0263452,7,4,10,5
FBgn0263453,0,2,4,0
FBgn0263454,0,0,0,0
FBgn0263455,0,0,0,0
FBgn0263456,4080,1474,5911,5105
FBgn0263457,68,25,115,126
FBgn0263458,0,0,0,0
FBgn0263459,56,68,203,177
FBgn0263460,0,0,0,0
FBgn0263461,340,204,524,549
FBgn0263462,22,95,33,46
FBgn0263463,6,1,2,6
FBgn0263464,5,4,12,16
FBgn0263465,3,1,5,4
FBgn0263466,39,15,108,58
FBgn0263467,0,2,0,2
FBgn0263468,331,717,532,372
FBgn0263469,63,97,121,72
FBgn0263470,1284,520,1598,1548
FBgn0263471,0,8,6,7
FBgn0263472,93,236,177,171
FBgn0263473,0,0,1,1
FBgn0263474,34,129,34,43
FBgn0263475,3,0,2,4
FBgn0263476,320,207,564,505
FBgn0263477,49,95,109,106
FBgn0263478,5,0,4,5
FBgn0263479,0,0,4,0
FBgn0263480,0,0,0,1
FBgn0263481,7,15,45,40
FBgn0263482,12,4,27,25
FBgn0263483,20,16,31,12
FBgn0263484,1,8,6,14
FBgn0263485,10,12,14,33
FBgn0263486,3,1,7,5
FBgn0263487,4,20,7,5
FBgn0263488,35,83,64,63
FBgn0263489,12,16,27,40
FBgn0263490,1571,613,2623,2279
FBgn0263492,0,0,10,7
FBgn0263493,0,0,0,0
FBgn0263494,1,0,1,0
FBgn0263495,4,0,0,0
FBgn0263496,0,0,2,2
FBgn0263497,0,0,4,2
FBgn0263498,2,0,1,0
FBgn0263499,28,6,45,40
FBgn0263500,0,0,0,0
FBgn0263501,2,0,0,0
FBgn0263502,0,0,0,0
FBgn0263503,6,1,6,4
FBgn0263504,61,27,170,191
FBgn0263505,2,2,16,8
FBgn0263506,9,2,25,14
FBgn0263507,50,26,137,139
FBgn0263509,0,0,0,0
FBgn0034722,400,161,747,590
FBgn0025878,256,102,276,274
FBgn0034723,664,279,1085,877
FBgn0034725,644,268,1108,908
FBgn0053200,31,10,56,53
FBgn0034726,36,9,63,54
FBgn0022985,463,196,763,590
FBgn0034728,201,52,270,292
FBgn0034730,2,0,0,0
FBgn0034731,705,267,1157,946
FBgn0034733,244,63,268,191
FBgn0034734,220,81,448,339
FBgn0034735,140,45,236,195
FBgn0034736,57,32,114,95
FBgn0034737,10,5,12,18
FBgn0003175,2888,1031,4451,3700
FBgn0034729,9,0,6,8
FBgn0034727,92,52,185,155
FBgn0022986,255,126,465,377
FBgn0022984,354,144,577,518
FBgn0034724,176,90,314,251
FBgn0034720,2906,1001,4753,3855
FBgn0017482,47,12,75,60
FBgn0034718,603,263,898,803
FBgn0034739,0,0,3,4
FBgn0034741,13,10,26,30
FBgn0034743,1258,509,2511,2177
FBgn0034744,76,32,97,111
FBgn0053143,932,329,1251,1054
FBgn0026261,54,35,83,105
FBgn0034740,0,0,0,0
FBgn0034758,0,0,0,0
FBgn0034759,0,0,0,0
FBgn0034761,153,45,499,436
FBgn0050273,0,0,0,0
FBgn0050269,0,0,0,0
FBgn0034763,238,71,342,360
FBgn0034766,4,3,4,2
FBgn0034768,0,0,0,4
FBgn0034770,0,0,0,0
FBgn0050275,0,0,0,0
FBgn0050268,8,0,4,12
FBgn0034774,21,11,32,66
FBgn0050267,8,6,26,28
FBgn0034776,71,20,126,93
FBgn0011211,8446,3464,13630,11561
FBgn0050271,30,33,55,62
FBgn0050274,17,14,23,30
FBgn0050272,0,0,0,0
FBgn0050265,0,0,0,0
FBgn0034782,0,2,0,0
FBgn0034783,0,0,0,0
FBgn0034784,0,0,0,0
FBgn0034785,6,0,4,4
FBgn0010078,1559,778,3093,2744
FBgn0004896,93,24,113,157
FBgn0034788,186,88,274,245
FBgn0034789,2022,688,3910,3357
FBgn0034793,91,50,162,143
FBgn0034795,222,80,238,212
FBgn0034796,178,69,238,213
FBgn0034792,374,153,599,488
FBgn0034791,147,57,239,225
FBgn0001263,2138,1304,4478,3996
FBgn0034786,388,131,585,520
FBgn0000405,4,4,10,10
FBgn0034769,4,0,0,2
FBgn0050259,4,0,0,4
FBgn0005631,1054,372,1831,1482
FBgn0020257,554,244,901,773
FBgn0050196,0,0,4,0
FBgn0034756,29,12,64,52
FBgn0034755,19,2,16,16
FBgn0050195,2,2,0,0
FBgn0034753,739,363,1608,1277
FBgn0040091,88,32,77,63
FBgn0034750,94,47,180,152
FBgn0019949,98,45,130,94
FBgn0034748,102,36,143,99
FBgn0034745,10,0,31,31
FBgn0034742,1172,375,1989,1792
FBgn0034797,1022,434,1661,1417
FBgn0034803,90,46,129,145
FBgn0021979,1558,675,2646,2316
FBgn0050202,0,0,0,0
FBgn0034816,5,0,31,14
FBgn0045483,0,0,2,0
FBgn0045482,0,2,0,0
FBgn0050192,0,0,0,0
FBgn0034827,0,0,0,0
FBgn0034829,8,2,12,18
FBgn0034828,2,0,2,0
FBgn0034826,0,0,0,0
FBgn0034825,0,0,0,0
FBgn0034824,0,0,0,0
FBgn0041236,0,0,0,0
FBgn0041235,0,0,0,0
FBgn0034822,0,0,0,0
FBgn0034821,6,0,4,6
FBgn0034819,0,0,0,0
FBgn0034817,113,55,174,137
FBgn0003062,68,25,199,139
FBgn0050201,0,0,0,0
FBgn0034814,47,24,124,82
FBgn0010622,62,25,152,108
FBgn0034808,263,142,490,506
FBgn0034807,0,0,0,0
FBgn0052833,0,0,0,0
FBgn0052834,0,2,0,0
FBgn0052835,0,0,0,0
FBgn0034804,89,23,110,83
FBgn0034802,1217,575,1937,1781
FBgn0034800,9,0,17,12
FBgn0010660,453,185,828,585
FBgn0050187,28,4,22,36
FBgn0034833,71,13,53,39
FBgn0034835,0,0,0,0
FBgn0034839,0,0,0,0
FBgn0034841,0,0,0,0
FBgn0034844,0,0,0,2
FBgn0034846,0,0,0,0
FBgn0050409,0,0,2,0
FBgn0050410,102,53,152,157
FBgn0034850,4,0,0,2
FBgn0034853,136,38,181,151
FBgn0041712,389,148,333,295
FBgn0034856,127,53,223,179
FBgn0034858,236,80,418,380
FBgn0050411,32,12,42,53
FBgn0034867,9,0,15,18
FBgn0034866,29,12,42,58
FBgn0034865,33,8,45,75
FBgn0034863,14,9,44,28
FBgn0026384,0,0,0,0
FBgn0034861,26,19,58,66
FBgn0034860,632,274,1095,888
FBgn0034859,150,48,156,119
FBgn0028497,1428,497,2070,1733
FBgn0050414,24,8,30,46
FBgn0040660,233,89,566,519
FBgn0034854,1184,393,1891,1539
FBgn0003977,571,225,967,766
FBgn0034849,37,16,103,77
FBgn0046253,5,4,2,2
FBgn0050413,2,0,0,2
FBgn0050417,2,0,0,0
FBgn0050416,0,0,0,0
FBgn0050412,0,0,0,0
FBgn0034842,0,0,0,0
FBgn0034840,0,0,0,0
FBgn0003009,0,0,0,0
FBgn0034838,0,0,0,0
FBgn0034837,0,0,0,0
FBgn0040063,0,0,1,2
FBgn0034834,0,0,0,2
FBgn0034869,0,0,5,12
FBgn0034870,12,2,44,40
FBgn0041234,2,0,0,2
FBgn0050185,88,28,175,140
FBgn0034877,813,360,1418,1050
FBgn0010501,74,26,114,104
FBgn0034880,2,1,13,16
FBgn0015277,379,119,545,472
FBgn0050184,7,0,4,0
FBgn0015903,123,40,183,186
FBgn0034882,0,0,0,1
FBgn0004795,1283,511,1650,1406
FBgn0034887,254,101,319,232
FBgn0016762,54,34,64,57
FBgn0034893,50,10,48,71
FBgn0013548,76,28,157,169
FBgn0034897,22,22,48,41
FBgn0034899,0,0,0,0
FBgn0034900,0,0,0,0
FBgn0034901,0,0,0,2
FBgn0034902,172,66,246,188
FBgn0000562,1098,424,2020,1677
FBgn0034898,67,14,88,69
FBgn0011297,65,28,165,127
FBgn0034894,296,144,432,447
FBgn0050183,154,66,233,238
FBgn0011296,481,136,600,534
FBgn0034885,1658,508,1211,1090
FBgn0034884,2,1,2,6
FBgn0034883,15,8,18,17
FBgn0034879,28,14,81,55
FBgn0034878,292,80,529,475
FBgn0034876,319,122,556,467
FBgn0041233,8,2,4,8
FBgn0050181,24,8,11,2
FBgn0015372,169,56,299,293
FBgn0034871,6,0,21,13
FBgn0050177,0,0,0,2
FBgn0034907,0,0,0,0
FBgn0034908,55,38,128,128
FBgn0034911,978,314,1756,1446
FBgn0034914,323,168,626,429
FBgn0024234,201,107,380,315
FBgn0034919,49,18,111,68
FBgn0011236,180,93,344,317
FBgn0034920,243,108,362,379
FBgn0034924,8,0,4,0
FBgn0034928,12,10,13,17
FBgn0034931,0,0,0,0
FBgn0023477,845,258,836,800
FBgn0001123,467,197,785,764
FBgn0034936,202,41,391,306
FBgn0034937,16,12,27,26
FBgn0034939,91,34,177,120
FBgn0034943,60,24,82,81
FBgn0020764,828,284,1413,1102
FBgn0003008,50,23,76,76
FBgn0034946,195,73,331,296
FBgn0002791,150,40,188,143
FBgn0005612,583,190,510,448
FBgn0050178,28,6,48,32
FBgn0034950,378,151,794,669
FBgn0034957,2,0,4,6
FBgn0034959,508,259,964,814
FBgn0011695,5146,2553,7039,5934
FBgn0034961,64,22,109,98
FBgn0034962,194,74,369,311
FBgn0034964,722,277,1179,1004
FBgn0003353,332,143,527,442
FBgn0034966,23,6,41,43
FBgn0034968,2367,1029,4435,3797
FBgn0034971,334,168,640,550
FBgn0034970,450,190,896,714
FBgn0023170,315,238,552,590
FBgn0034965,6,2,13,15
FBgn0028552,102,41,181,137
FBgn0011726,257,138,372,369
FBgn0034963,50,14,97,76
FBgn0013764,355,115,705,535
FBgn0050172,134,36,181,130
FBgn0061198,26,19,51,50
FBgn0034958,455,204,848,697
FBgn0034956,10,0,14,12
FBgn0034951,502,223,805,654
FBgn0034948,487,210,741,655
FBgn0034945,30,18,55,50
FBgn0034942,1,0,4,2
FBgn0034940,32,17,76,48
FBgn0034938,92,19,149,115
FBgn0034935,115,43,385,328
FBgn0034933,80,29,113,113
FBgn0015268,18,14,38,31
FBgn0034925,70,20,92,55
FBgn0034923,63,18,88,72
FBgn0034921,130,29,145,130
FBgn0025334,2,0,12,4
FBgn0025336,92,52,198,160
FBgn0025352,927,326,1829,1600
FBgn0025335,273,83,322,352
FBgn0004581,4,5,0,2
FBgn0034918,42,16,65,49
FBgn0021895,371,133,731,683
FBgn0034915,107,47,174,145
FBgn0034913,107,56,188,178
FBgn0003401,6,4,2,4
FBgn0034910,40,18,89,95
FBgn0034909,94,59,247,227
FBgn0028411,34,4,63,37
FBgn0010278,119,52,209,164
FBgn0034904,0,0,0,4
FBgn0034973,2,0,0,0
FBgn0034974,73,8,86,51
FBgn0034975,1141,444,1562,1338
FBgn0041706,90,16,144,151
FBgn0021875,62,10,88,104
FBgn0015544,95,36,160,111
FBgn0034985,1159,474,1388,1168
FBgn0026169,333,767,649,534
FBgn0034988,93,24,151,127
FBgn0034989,835,320,1256,1042
FBgn0050418,107,38,202,171
FBgn0034996,9,2,10,17
FBgn0005636,290,105,481,411
FBgn0034999,227,80,314,240
FBgn0004101,263,89,308,228
FBgn0005638,12,4,14,8
FBgn0034998,2,0,0,0
FBgn0034994,9,4,20,21
FBgn0050419,289,115,421,419
FBgn0034986,26,12,71,56
FBgn0041582,792,339,1511,1203
FBgn0023081,926,337,1587,1249
FBgn0034972,38,27,106,76
FBgn0002787,283,132,389,335
FBgn0035005,0,2,2,0
FBgn0035007,20,8,65,39
FBgn0035008,24,0,20,10
FBgn0035009,12,0,25,11
FBgn0035010,253,116,653,515
FBgn0029501,0,0,6,0
FBgn0035014,5,0,2,6
FBgn0050169,154,52,204,183
FBgn0035020,375,116,581,446
FBgn0035022,0,0,0,2
FBgn0035023,479,219,784,671
FBgn0035024,410,141,822,640
FBgn0035025,43,19,63,66
FBgn0035027,186,89,360,275
FBgn0020521,1139,453,1776,1312
FBgn0035031,26,8,35,66
FBgn0035033,218,63,299,305
FBgn0035034,2,0,0,7
FBgn0035035,32,9,56,67
FBgn0035039,75,44,105,70
FBgn0015040,0,0,0,0
FBgn0035042,0,0,0,0
FBgn0035044,44,10,43,39
FBgn0035046,207,69,260,288
FBgn0035047,82,37,160,122
FBgn0035049,417,202,1038,911
FBgn0260456,93,66,118,134
FBgn0050161,9,2,4,1
FBgn0050163,20,8,8,11
FBgn0035043,0,0,0,0
FBgn0035041,774,313,722,611
FBgn0035040,69,16,74,49
FBgn0035036,89,39,161,120
FBgn0035032,761,356,1280,1105
FBgn0069913,6,0,10,12
FBgn0035026,261,166,394,353
FBgn0016687,760,276,1273,1182
FBgn0035019,2,0,6,2
FBgn0035016,1222,529,1627,1474
FBgn0017556,4,2,0,2
FBgn0015300,0,0,10,2
FBgn0035012,0,0,2,0
FBgn0035011,0,0,0,0
FBgn0035006,2,2,0,2
FBgn0035004,0,0,2,0
FBgn0035003,0,2,0,0
FBgn0010414,320,143,550,375
FBgn0000037,929,362,1902,1816
FBgn0050421,1118,499,2508,2181
FBgn0035056,5,2,15,16
FBgn0035057,37,14,48,33
FBgn0035059,172,44,352,314
FBgn0035063,22,14,35,22
FBgn0035065,133,30,167,117
FBgn0035069,0,2,2,0
FBgn0000157,244,122,346,300
FBgn0035070,0,0,0,0
FBgn0035077,0,0,0,0
FBgn0022343,179,52,251,233
FBgn0035085,27,24,35,49
FBgn0035086,989,358,1893,1580
FBgn0035088,98,41,162,143
FBgn0035091,978,322,873,852
FBgn0004055,576,250,1137,1119
FBgn0010435,1617,670,2799,2390
FBgn0035090,1184,467,914,678
FBgn0035089,153,64,70,59
FBgn0050424,30,6,48,36
FBgn0035087,978,368,1468,1277
FBgn0027599,103,38,135,121
FBgn0035084,47,8,56,60
FBgn0035082,48,14,74,70
FBgn0043792,260,92,218,187
FBgn0060296,319,111,573,430
FBgn0035078,48,34,66,72
FBgn0035076,213,30,420,385
FBgn0035073,150,26,221,257
FBgn0023181,38,18,47,67
FBgn0028738,0,0,0,0
FBgn0015801,832,298,1071,761
FBgn0041205,209,62,268,213
FBgn0035064,65,26,129,79
FBgn0025578,0,0,0,0
FBgn0035060,1782,632,2507,2335
FBgn0027590,1669,710,1986,1731
FBgn0040666,38,16,67,67
FBgn0035050,161,44,319,241
FBgn0035092,750,237,1329,1240
FBgn0050198,1,1,1,2
FBgn0050199,4,0,9,9
FBgn0050200,1,0,4,2
FBgn0050430,0,0,0,0
FBgn0001325,54,38,111,112
FBgn0050429,0,0,0,0
FBgn0050428,139,65,193,227
FBgn0035094,80,22,236,245
FBgn0004181,0,0,2,0
FBgn0011694,0,0,0,0
FBgn0004919,1568,822,4645,4309
FBgn0001147,8,0,34,16
FBgn0052475,315,124,539,474
FBgn0002564,13,2,21,31
FBgn0020386,2666,1165,6376,5856
FBgn0035099,78,12,171,150
FBgn0035101,738,228,1139,940
FBgn0035104,52,10,40,20
FBgn0027786,357,149,619,487
FBgn0035107,283,96,422,360
FBgn0024945,180,50,324,241
FBgn0035109,65,36,121,116
FBgn0035111,456,158,848,609
FBgn0035112,0,0,0,0
FBgn0053229,681,208,1016,959
FBgn0052476,10,4,6,35
FBgn0035120,10,12,66,53
FBgn0035122,58,32,124,120
FBgn0027111,1058,484,1450,1596
FBgn0029002,31,12,34,35
FBgn0035124,4,0,12,14
FBgn0004373,2757,1116,4731,4057
FBgn0052845,10,0,21,12
FBgn0035121,971,324,1346,1031
FBgn0024806,1636,575,2747,2558
FBgn0000541,3247,1212,4550,4314
FBgn0035113,96,25,149,93
FBgn0035110,78,32,126,82
FBgn0027587,486,216,722,723
FBgn0025592,489,203,699,659
FBgn0035106,2426,925,3894,3205
FBgn0035103,255,106,409,303
FBgn0035102,0,0,2,2
FBgn0040688,2,0,1,2
FBgn0035097,4,2,7,10
FBgn0035134,32,18,73,56
FBgn0040291,0,0,0,0
FBgn0035137,518,146,678,578
FBgn0035140,64,18,107,48
FBgn0035142,7651,2764,12580,11100
FBgn0035143,37,12,60,45
FBgn0035145,1025,356,1515,1377
FBgn0035147,570,225,890,748
FBgn0035150,96,47,149,120
FBgn0035149,36,14,66,58
FBgn0035148,51,26,93,94
FBgn0016715,223,87,353,310
FBgn0035146,90,30,123,116
FBgn0035144,137,45,247,228
FBgn0035141,27,8,44,54
FBgn0001316,3281,1008,4891,4147
FBgn0035139,8,0,18,15
FBgn0035138,4,0,5,6
FBgn0023000,61,26,117,91
FBgn0035132,284,103,653,505
FBgn0035131,11,4,24,17
FBgn0052343,122,43,165,147
FBgn0052344,155,45,195,175
FBgn0035155,50,12,90,65
FBgn0052480,0,2,2,4
FBgn0052481,0,0,2,0
FBgn0035165,450,166,605,536
FBgn0035167,7,4,24,31
FBgn0035168,37,15,98,73
FBgn0035169,103,24,80,72
FBgn0035171,621,269,1189,983
FBgn0052479,1664,588,2831,2470
FBgn0035176,4,0,4,4
FBgn0028999,28,16,59,25
FBgn0035173,1141,483,1742,1582
FBgn0035170,353,151,549,457
FBgn0035166,73,7,136,114
FBgn0035164,38,11,78,81
FBgn0035162,393,160,803,583
FBgn0035161,10,4,20,11
FBgn0052482,0,0,0,0
FBgn0035160,49,23,86,67
FBgn0035159,20,13,42,24
FBgn0025676,102,28,185,103
FBgn0035158,92,26,156,153
FBgn0035157,81,32,123,77
FBgn0052483,4,0,6,4
FBgn0035154,1,3,6,2
FBgn0035153,236,90,335,253
FBgn0035152,90,27,118,82
FBgn0035151,22,10,6,4
FBgn0035179,107,38,179,160
FBgn0035181,213,77,397,344
FBgn0035186,136,57,236,187
FBgn0040281,802,329,1093,838
FBgn0004425,6,0,4,0
FBgn0004426,3,0,1,0
FBgn0004428,3,0,2,4
FBgn0004430,12,0,6,4
FBgn0004429,39,9,12,6
FBgn0004427,2,2,4,2
FBgn0035189,279,82,148,151
FBgn0063667,11,4,14,14
FBgn0004431,2,2,4,12
FBgn0035187,148,69,217,199
FBgn0025525,783,332,1560,1334
FBgn0004870,363,99,592,483
FBgn0024277,5240,1919,8552,7483
FBgn0035192,12,4,26,14
FBgn0035196,0,0,0,0
FBgn0035199,74,16,63,50
FBgn0035203,104,47,194,145
FBgn0035205,635,220,997,807
FBgn0035207,1713,589,4254,3654
FBgn0010246,50,10,50,51
