Geneid,CHD1fem1,CHD1fem2,CHD1male1,CHD1male2,OREfem1,OREfem2,OREmale1,OREmale2
FBgn0034763,72,51,238,71,208,188,342,360
FBgn0034766,4,7,4,3,3,22,4,2
FBgn0034768,2,0,0,0,0,2,0,4
FBgn0034770,0,0,0,0,0,0,0,0
FBgn0050275,0,0,0,0,4,0,0,0
FBgn0050268,0,0,8,0,4,8,4,12
FBgn0034774,8,6,21,11,25,23,32,66
FBgn0050267,10,4,8,6,18,8,26,28
FBgn0034776,16,9,71,20,72,54,126,93
FBgn0011211,4744,2830,8446,3464,10355,8491,13630,11561
FBgn0050271,21,22,30,33,58,95,55,62
FBgn0050274,12,10,17,14,32,46,23,30
FBgn0050272,0,0,0,0,0,0,0,0
FBgn0050265,0,0,0,0,0,0,0,0
FBgn0034782,0,0,0,2,0,0,0,0
FBgn0034783,0,0,0,0,2,0,0,0
FBgn0034784,0,0,0,0,0,0,0,0
FBgn0034785,4,2,6,0,4,0,4,4
FBgn0010078,874,591,1559,778,3620,3078,3093,2744
FBgn0004896,30,22,93,24,75,39,113,157
FBgn0034788,102,42,186,88,178,126,274,245
FBgn0034789,1080,562,2022,688,2277,1593,3910,3357
FBgn0034793,48,39,91,50,125,82,162,143
FBgn0034795,104,50,222,80,169,141,238,212
FBgn0034796,122,106,178,69,241,186,238,213
FBgn0034792,194,114,374,153,437,338,599,488
FBgn0034791,57,35,147,57,200,123,239,225
FBgn0001263,1218,694,2138,1304,3302,2482,4478,3996
FBgn0034786,210,170,388,131,435,340,585,520
FBgn0000405,4,0,4,4,2,2,10,10
FBgn0034769,0,0,4,0,0,0,0,2
FBgn0050259,4,0,4,0,1,0,0,4
FBgn0005631,597,267,1054,372,1083,949,1831,1482
FBgn0020257,266,125,554,244,676,333,901,773
FBgn0050196,0,0,0,0,2,1,4,0
FBgn0034756,22,16,29,12,77,54,64,52
FBgn0034755,2,0,19,2,13,2,16,16
FBgn0050195,2,0,2,2,2,0,0,0
FBgn0034753,377,258,739,363,1042,788,1608,1277
FBgn0040091,47,22,88,32,70,34,77,63
FBgn0034750,40,26,94,47,171,79,180,152
FBgn0019949,70,24,98,45,85,72,130,94
FBgn0034748,42,28,102,36,87,76,143,99
FBgn0034745,12,2,10,0,16,28,31,31
FBgn0034742,617,304,1172,375,1524,1138,1989,1792
FBgn0034797,572,321,1022,434,1368,875,1661,1417
FBgn0034803,39,30,90,46,115,58,129,145
FBgn0021979,822,502,1558,675,2086,1840,2646,2316
FBgn0050202,0,0,0,0,0,0,0,0
FBgn0034816,8,2,5,0,14,11,31,14
FBgn0045483,0,0,0,0,0,0,2,0
FBgn0045482,0,0,0,2,2,0,0,0
FBgn0050192,0,0,0,0,0,0,0,0
FBgn0034827,0,0,0,0,0,0,0,0
FBgn0034829,4,0,8,2,0,2,12,18
FBgn0034828,0,0,2,0,0,0,2,0
FBgn0034826,0,0,0,0,0,0,0,0
FBgn0034825,0,0,0,0,0,0,0,0
FBgn0034824,0,0,0,0,0,0,0,0
FBgn0041236,0,0,0,0,0,0,0,0
FBgn0041235,0,0,0,0,0,0,0,0
FBgn0034822,0,0,0,0,0,0,0,0
FBgn0034821,4,0,6,0,10,4,4,6
FBgn0034819,0,0,0,0,0,0,0,0
FBgn0034817,64,51,113,55,96,94,174,137
FBgn0003062,62,66,68,25,252,135,199,139
FBgn0050201,2,0,0,0,0,0,0,0
FBgn0034814,32,16,47,24,73,44,124,82
FBgn0010622,28,36,62,25,77,52,152,108
FBgn0034808,125,60,263,142,301,217,490,506
FBgn0034807,0,0,0,0,0,0,0,0
FBgn0052833,0,2,0,0,0,0,0,0
FBgn0052834,0,0,0,2,0,2,0,0
FBgn0052835,0,0,0,0,0,0,0,0
FBgn0034804,26,40,89,23,80,75,110,83
FBgn0034802,714,437,1217,575,1633,1375,1937,1781
FBgn0034800,2,4,9,0,8,12,17,12
FBgn0010660,221,144,453,185,514,361,828,585
FBgn0050187,18,4,28,4,22,6,22,36
FBgn0034833,24,10,71,13,35,32,53,39
FBgn0034835,0,0,0,0,0,0,0,0
FBgn0034839,0,0,0,0,0,0,0,0
FBgn0034841,0,0,0,0,0,0,0,0
FBgn0034844,2,2,0,0,0,0,0,2
FBgn0034846,0,0,0,0,0,0,0,0
FBgn0050409,0,0,0,0,0,0,2,0
FBgn0050410,59,36,102,53,151,171,152,157
FBgn0034850,0,0,4,0,0,8,0,2
FBgn0034853,65,68,136,38,143,166,181,151
FBgn0041712,208,139,389,148,303,331,333,295
FBgn0034856,75,30,127,53,146,178,223,179
FBgn0034858,135,94,236,80,287,243,418,380
FBgn0050411,29,7,32,12,34,28,42,53
FBgn0034867,2,1,9,0,9,11,15,18
FBgn0034866,0,9,29,12,28,33,42,58
FBgn0034865,14,8,33,8,53,68,45,75
FBgn0034863,4,2,14,9,12,12,44,28
FBgn0026384,0,0,0,0,0,0,0,0
FBgn0034861,17,4,26,19,35,14,58,66
FBgn0034860,586,319,632,274,1191,861,1095,888
FBgn0034859,66,35,150,48,107,84,156,119
FBgn0028497,559,353,1428,497,1163,795,2070,1733
FBgn0050414,5,4,24,8,25,44,30,46
FBgn0040660,126,91,233,89,498,427,566,519
FBgn0034854,662,408,1184,393,1192,904,1891,1539
FBgn0003977,372,232,571,225,565,529,967,766
FBgn0034849,19,17,37,16,56,55,103,77
FBgn0046253,5,2,5,4,2,4,2,2
FBgn0050413,0,0,2,0,0,6,0,2
FBgn0050417,0,0,2,0,0,0,0,0
FBgn0050416,0,0,0,0,0,2,0,0
FBgn0050412,0,0,0,0,0,0,0,0
FBgn0034842,0,0,0,0,0,0,0,0
FBgn0034840,0,0,0,0,0,0,0,0
FBgn0003009,0,0,0,0,0,0,0,0
FBgn0034838,0,0,0,0,0,0,0,0
FBgn0034837,0,0,0,0,0,0,0,0
FBgn0040063,0,0,0,0,2,0,1,2
FBgn0034834,0,0,0,0,0,0,0,2
FBgn0034869,0,0,0,0,4,5,5,12
FBgn0034870,6,2,12,2,61,50,44,40
FBgn0041234,0,0,2,0,6,6,0,2
FBgn0050185,30,12,88,28,106,92,175,140
FBgn0034877,474,243,813,360,1050,808,1418,1050
FBgn0010501,37,23,74,26,93,74,114,104
FBgn0034880,0,0,2,1,2,6,13,16
FBgn0015277,212,98,379,119,326,309,545,472
FBgn0050184,2,1,7,0,0,0,4,0
FBgn0015903,99,33,123,40,128,92,183,186
FBgn0034882,0,0,0,0,0,0,0,1
FBgn0004795,880,384,1283,511,1113,644,1650,1406
FBgn0034887,155,86,254,101,254,209,319,232
FBgn0016762,29,6,54,34,46,29,64,57
FBgn0034893,32,16,50,10,61,38,48,71
FBgn0013548,40,46,76,28,166,81,157,169
FBgn0034897,15,2,22,22,52,33,48,41
FBgn0034899,0,0,0,0,0,0,0,0
FBgn0034900,0,0,0,0,0,0,0,0
FBgn0034901,0,0,0,0,0,0,0,2
FBgn0034902,70,40,172,66,163,106,246,188
FBgn0000562,640,320,1098,424,1399,960,2020,1677
FBgn0034898,45,25,67,14,45,50,88,69
FBgn0011297,43,31,65,28,106,82,165,127
FBgn0034894,176,92,296,144,347,305,432,447
FBgn0050183,117,49,154,66,211,173,233,238
FBgn0011296,331,187,481,136,559,420,600,534
FBgn0034885,736,589,1658,508,1111,540,1211,1090
FBgn0034884,1,0,2,1,0,0,2,6
FBgn0034883,8,0,15,8,18,7,18,17
FBgn0034879,20,25,28,14,75,53,81,55
FBgn0034878,155,107,292,80,364,234,529,475
FBgn0034876,209,96,319,122,374,259,556,467
FBgn0041233,4,0,8,2,0,1,4,8
FBgn0050181,0,6,24,8,6,6,11,2
FBgn0015372,69,48,169,56,224,144,299,293
FBgn0034871,2,2,6,0,16,27,21,13
FBgn0050177,0,0,0,0,0,1,0,2
FBgn0034907,0,0,0,0,0,4,0,0
FBgn0034908,38,25,55,38,105,40,128,128
FBgn0034911,500,263,978,314,1018,664,1756,1446
FBgn0034914,177,130,323,168,388,309,626,429
FBgn0024234,153,66,201,107,240,186,380,315
FBgn0034919,30,8,49,18,86,41,111,68
FBgn0011236,138,88,180,93,348,193,344,317
FBgn0034920,121,87,243,108,364,257,362,379
FBgn0034924,0,0,8,0,0,0,4,0
FBgn0034928,0,6,12,10,20,4,13,17
FBgn0034931,0,0,0,0,0,0,0,0
FBgn0023477,447,382,845,258,1087,1534,836,800
FBgn0001123,205,106,467,197,690,490,785,764
FBgn0034936,85,52,202,41,200,217,391,306
FBgn0034937,10,5,16,12,15,16,27,26
FBgn0034939,36,26,91,34,125,82,177,120
FBgn0034943,44,23,60,24,147,122,82,81
FBgn0020764,452,295,828,284,818,538,1413,1102
FBgn0003008,26,10,50,23,75,49,76,76
FBgn0034946,128,74,195,73,305,173,331,296
FBgn0002791,66,46,150,40,166,108,188,143
FBgn0005612,368,224,583,190,450,336,510,448
FBgn0050178,13,6,28,6,44,20,48,32
FBgn0034950,162,126,378,151,420,421,794,669
FBgn0034957,0,0,2,0,0,2,4,6
FBgn0034959,300,158,508,259,611,451,964,814
FBgn0011695,2041,1336,5146,2553,4459,2459,7039,5934
FBgn0034961,32,12,64,22,70,52,109,98
FBgn0034962,91,69,194,74,271,188,369,311
FBgn0034964,357,257,722,277,731,585,1179,1004
FBgn0003353,197,78,332,143,331,247,527,442
FBgn0034966,3,4,23,6,28,14,41,43
FBgn0034968,1628,1131,2367,1029,5730,4447,4435,3797
FBgn0034971,176,116,334,168,453,380,640,550
FBgn0034970,348,156,450,190,555,389,896,714
FBgn0023170,249,146,315,238,1058,939,552,590
FBgn0034965,0,2,6,2,16,3,13,15
FBgn0028552,37,23,102,41,84,83,181,137
FBgn0011726,157,122,257,138,373,274,372,369
FBgn0034963,34,8,50,14,68,56,97,76
FBgn0013764,209,118,355,115,405,282,705,535
FBgn0050172,40,26,134,36,107,72,181,130
FBgn0061198,2,2,26,19,51,26,51,50
FBgn0034958,230,126,455,204,502,395,848,697
FBgn0034956,0,0,10,0,11,17,14,12
FBgn0034951,293,145,502,223,643,394,805,654
FBgn0034948,222,134,487,210,450,382,741,655
FBgn0034945,15,10,30,18,56,42,55,50
FBgn0034942,0,2,1,0,6,4,4,2
FBgn0034940,18,3,32,17,58,42,76,48
FBgn0034938,32,16,92,19,64,73,149,115
FBgn0034935,48,36,115,43,318,254,385,328
FBgn0034933,34,20,80,29,114,82,113,113
FBgn0015268,11,7,18,14,29,20,38,31
FBgn0034925,17,22,70,20,43,58,92,55
FBgn0034923,34,20,63,18,74,54,88,72
FBgn0034921,51,26,130,29,126,94,145,130
FBgn0025334,2,2,2,0,2,2,12,4
FBgn0025336,40,40,92,52,104,96,198,160
FBgn0025352,592,316,927,326,1762,1685,1829,1600
FBgn0025335,131,71,273,83,200,186,322,352
FBgn0004581,0,0,4,5,5,2,0,2
FBgn0034918,38,19,42,16,50,44,65,49
FBgn0021895,154,78,371,133,522,374,731,683
FBgn0034915,42,31,107,47,167,113,174,145
FBgn0034913,49,42,107,56,121,136,188,178
FBgn0003401,0,2,6,4,4,6,2,4
FBgn0034910,34,8,40,18,59,35,89,95
FBgn0034909,57,29,94,59,186,64,247,227
FBgn0028411,14,12,34,4,36,32,63,37
FBgn0010278,54,25,119,52,166,96,209,164
FBgn0034904,2,2,0,0,0,0,0,4
FBgn0034973,0,0,2,0,0,0,0,0
FBgn0034974,28,14,73,8,75,40,86,51
FBgn0034975,561,347,1141,444,1186,863,1562,1338
FBgn0041706,10,30,90,16,70,46,144,151
FBgn0021875,26,18,62,10,54,52,88,104
FBgn0015544,38,17,95,36,88,111,160,111
FBgn0034985,638,370,1159,474,702,700,1388,1168
FBgn0026169,288,125,333,767,2206,2635,649,534
FBgn0034988,46,39,93,24,76,62,151,127
FBgn0034989,388,271,835,320,760,628,1256,1042
FBgn0050418,51,38,107,38,141,113,202,171
FBgn0034996,0,6,9,2,4,8,10,17
FBgn0005636,121,56,290,105,221,165,481,411
FBgn0034999,81,59,227,80,145,65,314,240
FBgn0004101,150,50,263,89,182,195,308,228
FBgn0005638,4,10,12,4,8,4,14,8
FBgn0034998,0,0,2,0,0,2,0,0
FBgn0034994,2,4,9,4,15,3,20,21
FBgn0050419,112,68,289,115,266,181,421,419
FBgn0034986,28,8,26,12,45,60,71,56
FBgn0041582,471,285,792,339,839,663,1511,1203
FBgn0023081,407,213,926,337,909,711,1587,1249
FBgn0034972,15,10,38,27,78,26,106,76
FBgn0002787,97,92,283,132,247,261,389,335
FBgn0035005,0,0,0,2,0,0,2,0
FBgn0035007,12,4,20,8,48,20,65,39
FBgn0035008,11,8,24,0,20,4,20,10
FBgn0035009,2,5,12,0,12,4,25,11
FBgn0035010,153,62,253,116,361,214,653,515
FBgn0029501,0,2,0,0,0,2,6,0
FBgn0035014,0,0,5,0,2,2,2,6
FBgn0050169,59,46,154,52,153,141,204,183
FBgn0035020,131,80,375,116,337,301,581,446
FBgn0035022,0,0,0,0,0,0,0,2
FBgn0035023,204,93,479,219,514,380,784,671
FBgn0035024,249,139,410,141,573,446,822,640
FBgn0035025,33,10,43,19,82,41,63,66
FBgn0035027,120,60,186,89,214,157,360,275
FBgn0020521,546,274,1139,453,1232,796,1776,1312
FBgn0035031,6,6,26,8,49,49,35,66
FBgn0035033,100,59,218,63,193,155,299,305
FBgn0035034,0,0,2,0,2,1,0,7
FBgn0035035,12,10,32,9,54,59,56,67
FBgn0035039,70,36,75,44,69,74,105,70
FBgn0015040,0,0,0,0,0,0,0,0
FBgn0035042,0,0,0,0,0,0,0,0
FBgn0035044,22,13,44,10,46,68,43,39
FBgn0035046,80,64,207,69,234,181,260,288
FBgn0035047,54,24,82,37,110,78,160,122
FBgn0035049,294,206,417,202,696,376,1038,911
FBgn0260456,39,22,93,66,127,114,118,134
FBgn0050161,0,2,9,2,0,2,4,1
FBgn0050163,10,0,20,8,10,8,8,11
FBgn0035043,0,0,0,0,0,2,0,0
FBgn0035041,385,231,774,313,407,320,722,611
FBgn0035040,45,28,69,16,53,40,74,49
FBgn0035036,40,32,89,39,111,115,161,120
FBgn0035032,366,212,761,356,1095,779,1280,1105
FBgn0069913,8,4,6,0,10,15,10,12
FBgn0035026,119,58,261,166,214,202,394,353
FBgn0016687,376,291,760,276,1585,1250,1273,1182
FBgn0035019,2,0,2,0,9,4,6,2
FBgn0035016,440,256,1222,529,1058,931,1627,1474
FBgn0017556,2,2,4,2,8,0,0,2
FBgn0015300,0,0,0,0,2,2,10,2
FBgn0035012,2,0,0,0,2,0,2,0
FBgn0035011,0,0,0,0,4,0,0,0
FBgn0035006,2,0,2,2,0,4,0,2
FBgn0035004,0,0,0,0,0,0,2,0
FBgn0035003,0,0,0,2,0,0,0,0
FBgn0010414,133,109,320,143,307,235,550,375
FBgn0000037,437,234,929,362,1184,806,1902,1816
FBgn0050421,719,336,1118,499,1550,979,2508,2181
FBgn0035056,2,2,5,2,15,3,15,16
FBgn0035057,15,12,37,14,32,34,48,33
FBgn0035059,92,62,172,44,220,168,352,314
FBgn0035063,10,20,22,14,43,26,35,22
FBgn0035065,57,33,133,30,116,125,167,117
FBgn0035069,0,0,0,2,0,0,2,0
FBgn0000157,100,66,244,122,257,199,346,300
FBgn0035070,0,0,0,0,0,0,0,0
FBgn0035077,0,0,0,0,0,0,0,0
FBgn0022343,85,70,179,52,291,144,251,233
FBgn0035085,29,12,27,24,36,35,35,49
FBgn0035086,482,291,989,358,1088,843,1893,1580
FBgn0035088,55,54,98,41,156,150,162,143
FBgn0035091,431,343,978,322,1119,1319,873,852
FBgn0004055,249,153,576,250,729,454,1137,1119
FBgn0010435,797,351,1617,670,1445,1205,2799,2390
FBgn0035090,513,436,1184,467,861,610,914,678
FBgn0035089,72,53,153,64,107,67,70,59
FBgn0050424,6,14,30,6,37,31,48,36
FBgn0035087,458,240,978,368,1045,580,1468,1277
FBgn0027599,42,28,103,38,155,96,135,121
FBgn0035084,22,4,47,8,39,32,56,60
FBgn0035082,36,16,48,14,62,56,74,70
FBgn0043792,85,52,260,92,81,56,218,187
FBgn0060296,177,108,319,111,383,297,573,430
FBgn0035078,30,12,48,34,69,41,66,72
FBgn0035076,26,24,213,30,444,245,420,385
FBgn0035073,85,36,150,26,164,160,221,257
FBgn0023181,14,12,38,18,24,33,47,67
FBgn0028738,0,0,0,0,0,0,0,0
FBgn0015801,370,257,832,298,854,712,1071,761
FBgn0041205,88,69,209,62,263,262,268,213
FBgn0035064,46,20,65,26,91,61,129,79
FBgn0025578,0,0,0,0,0,2,0,0
FBgn0035060,919,593,1782,632,1483,1212,2507,2335
FBgn0027590,790,486,1669,710,1486,1139,1986,1731
FBgn0040666,36,18,38,16,85,69,67,67
FBgn0035050,96,46,161,44,168,149,319,241
FBgn0035092,213,178,750,237,790,522,1329,1240
FBgn0050198,0,0,1,1,0,1,1,2
FBgn0050199,2,2,4,0,3,2,9,9
FBgn0050200,0,0,1,0,3,1,4,2
FBgn0050430,0,0,0,0,0,0,0,0
FBgn0001325,29,14,54,38,80,36,111,112
FBgn0050429,0,0,0,0,0,0,0,0
FBgn0050428,52,44,139,65,182,123,193,227
FBgn0035094,28,17,80,22,221,149,236,245
FBgn0004181,2,0,0,0,0,2,2,0
FBgn0011694,0,0,0,0,0,0,0,0
FBgn0004919,870,393,1568,822,3038,2164,4645,4309
FBgn0001147,2,2,8,0,20,6,34,16
FBgn0052475,136,77,315,124,421,303,539,474
FBgn0002564,2,4,13,2,23,14,21,31
FBgn0020386,1550,761,2666,1165,4865,2930,6376,5856
FBgn0035099,28,12,78,12,131,90,171,150
FBgn0035101,294,180,738,228,754,494,1139,940
FBgn0035104,22,12,52,10,34,28,40,20
FBgn0027786,150,99,357,149,504,403,619,487
FBgn0035107,131,75,283,96,271,258,422,360
FBgn0024945,86,73,180,50,231,193,324,241
FBgn0035109,35,14,65,36,87,66,121,116
FBgn0035111,198,124,456,158,582,440,848,609
FBgn0035112,0,0,0,0,0,0,0,0
FBgn0053229,395,187,681,208,903,830,1016,959
FBgn0052476,4,12,10,4,7,19,6,35
FBgn0035120,5,8,10,12,56,39,66,53
FBgn0035122,34,20,58,32,66,50,124,120
FBgn0027111,384,207,1058,484,1138,865,1450,1596
FBgn0029002,14,8,31,12,28,43,34,35
FBgn0035124,0,0,4,0,4,8,12,14
FBgn0004373,1303,749,2757,1116,3240,2419,4731,4057
FBgn0052845,2,2,10,0,12,18,21,12
FBgn0035121,521,425,971,324,1425,905,1346,1031
FBgn0024806,811,447,1636,575,1851,1783,2747,2558
FBgn0000541,1721,876,3247,1212,3509,3067,4550,4314
FBgn0035113,46,22,96,25,94,129,149,93
FBgn0035110,28,18,78,32,108,81,126,82
FBgn0027587,286,166,486,216,711,530,722,723
FBgn0025592,227,154,489,203,702,564,699,659
FBgn0035106,1315,785,2426,925,2622,2225,3894,3205
FBgn0035103,138,102,255,106,309,197,409,303
FBgn0035102,0,0,0,0,0,0,2,2
FBgn0040688,0,0,2,0,4,2,1,2
FBgn0035097,0,2,4,2,14,2,7,10
FBgn0035134,18,8,32,18,36,34,73,56
FBgn0040291,0,0,0,0,0,0,0,0
FBgn0035137,266,160,518,146,488,386,678,578
FBgn0035140,40,34,64,18,82,68,107,48
FBgn0035142,3706,1951,7651,2764,8116,6506,12580,11100
FBgn0035143,6,12,37,12,36,48,60,45
FBgn0035145,512,289,1025,356,996,1425,1515,1377
FBgn0035147,335,277,570,225,912,603,890,748
FBgn0035150,32,25,96,47,82,70,149,120
FBgn0035149,18,8,36,14,30,31,66,58
FBgn0035148,32,12,51,26,76,70,93,94
FBgn0016715,63,73,223,87,380,407,353,310
FBgn0035146,44,22,90,30,103,103,123,116
FBgn0035144,69,42,137,45,231,123,247,228
FBgn0035141,18,12,27,8,32,34,44,54
FBgn0001316,1614,861,3281,1008,3453,2832,4891,4147
FBgn0035139,3,1,8,0,16,12,18,15
FBgn0035138,2,0,4,0,3,0,5,6
FBgn0023000,37,33,61,26,100,77,117,91
FBgn0035132,120,88,284,103,403,315,653,505
FBgn0035131,12,6,11,4,24,15,24,17
FBgn0052343,41,26,122,43,103,107,165,147
FBgn0052344,71,24,155,45,207,150,195,175
FBgn0035155,11,10,50,12,44,63,90,65
FBgn0052480,0,0,0,2,0,2,2,4
FBgn0052481,0,0,0,0,2,1,2,0
FBgn0035165,179,162,450,166,413,384,605,536
FBgn0035167,0,0,7,4,30,6,24,31
FBgn0035168,19,6,37,15,55,63,98,73
FBgn0035169,34,34,103,24,64,56,80,72
FBgn0035171,288,184,621,269,644,454,1189,983
FBgn0052479,1103,593,1664,588,2267,1581,2831,2470
FBgn0035176,0,0,4,0,4,4,4,4
FBgn0028999,8,2,28,16,8,8,59,25
FBgn0035173,600,397,1141,483,924,730,1742,1582
FBgn0035170,145,93,353,151,298,200,549,457
FBgn0035166,36,22,73,7,85,96,136,114
FBgn0035164,10,4,38,11,32,23,78,81
FBgn0035162,198,139,393,160,645,465,803,583
FBgn0035161,2,2,10,4,5,0,20,11
FBgn0052482,0,0,0,0,0,0,0,0
FBgn0035160,18,17,49,23,64,41,86,67
FBgn0035159,16,10,20,13,26,34,42,24
FBgn0025676,38,36,102,28,79,103,185,103
FBgn0035158,53,48,92,26,143,105,156,153
FBgn0035157,49,18,81,32,47,32,123,77
FBgn0052483,0,0,4,0,2,4,6,4
FBgn0035154,0,0,1,3,0,6,6,2
FBgn0035153,106,68,236,90,226,274,335,253
FBgn0035152,38,16,90,27,100,91,118,82
FBgn0035151,6,6,22,10,6,8,6,4
FBgn0035179,55,37,107,38,99,74,179,160
FBgn0035181,126,72,213,77,226,217,397,344
FBgn0035186,74,56,136,57,248,112,236,187
FBgn0040281,309,216,802,329,588,447,1093,838
FBgn0004425,0,3,6,0,6,0,4,0
FBgn0004426,0,0,3,0,2,0,1,0
FBgn0004428,1,0,3,0,7,4,2,4
FBgn0004430,8,3,12,0,6,4,6,4
FBgn0004429,7,11,39,9,4,2,12,6
FBgn0004427,2,2,2,2,0,2,4,2
FBgn0035189,161,188,279,82,243,414,148,151
FBgn0063667,4,2,11,4,6,12,14,14
FBgn0004431,6,0,2,2,4,0,4,12
FBgn0035187,68,40,148,69,109,95,217,199
FBgn0025525,470,272,783,332,1102,649,1560,1334
FBgn0004870,115,91,363,99,302,306,592,483
FBgn0024277,2345,1332,5240,1919,4912,3724,8552,7483
FBgn0035192,16,5,12,4,12,4,26,14
FBgn0035196,0,0,0,0,0,0,0,0
FBgn0035199,24,14,74,16,47,22,63,50
FBgn0035203,35,35,104,47,110,77,194,145
FBgn0035205,284,155,635,220,563,499,997,807
FBgn0035207,877,435,1713,589,2819,2706,4254,3654
FBgn0010246,144,131,50,10,260,266,50,51
FBgn0011361,209,124,399,136,518,380,747,573
FBgn0010786,213,140,532,191,641,329,1122,948
FBgn0029514,26,25,79,36,68,86,128,94
FBgn0263510,49,38,78,36,227,284,186,154
FBgn0263511,86,39,137,34,167,109,254,193
FBgn0263512,47,43,94,38,132,74,199,132
FBgn0263581,21,24,76,10,55,64,79,84
FBgn0263582,4,6,22,9,21,18,35,47
FBgn0263583,16,8,13,6,7,13,36,20
FBgn0263584,0,0,0,0,0,0,0,0
FBgn0263585,0,0,0,0,0,0,0,0
FBgn0263586,12,4,34,2,27,18,35,26
FBgn0263587,5,6,15,8,6,10,15,9
FBgn0263588,0,0,0,0,0,0,0,0
FBgn0263589,0,0,0,0,2,0,0,0
FBgn0263590,0,0,0,0,0,0,0,2
FBgn0263593,2751,1453,4256,1707,6211,4414,8284,6926
FBgn0263594,1024,612,1919,854,3190,2117,3540,3124
FBgn0263595,0,0,0,0,0,0,0,0
FBgn0263596,0,0,0,0,0,0,0,0
FBgn0263597,0,0,0,0,2,0,2,0
FBgn0263598,829,551,1449,679,1641,1005,2014,1760
FBgn0263599,420,263,849,339,892,727,1223,1037
FBgn0263600,28,17,96,27,74,34,92,79
FBgn0263601,260,199,672,246,730,545,1094,829
FBgn0263602,32,30,89,24,81,56,116,121
FBgn0263603,589,356,1269,477,1273,1104,2034,1808
FBgn0263605,28,14,28,12,52,32,62,57
FBgn0263606,6,6,30,16,53,33,68,57
FBgn0263607,108,43,186,87,164,134,152,138
FBgn0263608,6,2,20,8,14,10,35,19
FBgn0263611,4,4,20,0,28,21,24,19
FBgn0263612,0,0,0,0,0,0,0,0
FBgn0263613,0,0,0,0,0,0,0,2
FBgn0263615,2,0,13,2,10,6,6,8
FBgn0263616,0,0,0,0,0,0,0,0
FBgn0263617,0,0,0,0,8,0,2,8
FBgn0263618,2,4,0,4,2,0,4,8
FBgn0263619,1,0,5,7,6,2,1,1
FBgn0263620,54,23,72,20,85,59,169,149
FBgn0263621,0,0,1,2,4,3,2,7
FBgn0263622,0,0,0,0,0,2,0,0
FBgn0263623,0,0,0,0,0,0,0,1
FBgn0263624,0,0,2,0,0,0,0,0
FBgn0263625,0,0,0,0,0,0,0,0
FBgn0263626,0,0,10,2,6,2,2,6
FBgn0263627,0,0,0,0,0,0,0,0
FBgn0263628,8,12,16,2,8,18,7,15
FBgn0263647,8,1,1,2,4,2,4,4
FBgn0263648,2,0,5,4,7,3,6,2
FBgn0263649,0,4,3,2,14,13,18,5
FBgn0263650,2,0,2,0,2,2,6,10
FBgn0263651,0,0,0,0,0,0,6,0
FBgn0263652,0,0,2,0,4,0,0,0
FBgn0263653,0,2,2,0,0,0,0,8
FBgn0263654,0,0,0,0,0,0,0,0
FBgn0263655,2,0,2,6,6,4,5,14
FBgn0263656,2,0,6,0,8,6,10,2
FBgn0263657,0,0,0,0,0,0,1,0
FBgn0263658,0,0,2,0,0,0,0,0
FBgn0263659,314,193,568,133,372,331,196,198
FBgn0263660,128,59,220,102,268,183,376,334
FBgn0263661,2,0,0,0,0,0,0,2
FBgn0263662,22,9,76,48,60,71,91,73
FBgn0263663,67,44,159,56,141,129,216,215
FBgn0263664,2,0,2,0,0,0,2,2
FBgn0263665,6,0,10,8,14,7,17,14
FBgn0263667,116,67,271,88,246,265,456,411
FBgn0263697,38,26,90,27,87,95,198,124
FBgn0263705,571,365,946,415,1200,845,1978,1656
FBgn0263706,708,391,1235,490,1491,1056,2395,2074
FBgn0263707,0,0,0,0,0,0,0,0
FBgn0263708,4,2,6,2,8,5,15,11
FBgn0263709,6,8,19,2,56,30,49,49
FBgn0263738,45,24,77,28,141,140,217,208
FBgn0263740,202,141,300,119,473,352,503,495
FBgn0263741,2,0,1,0,0,0,3,0
FBgn0263742,0,0,0,0,0,0,0,0
FBgn0263743,0,0,2,0,0,0,0,0
FBgn0263744,0,2,0,2,5,0,10,4
FBgn0263745,21,16,45,19,84,44,73,74
FBgn0263746,2,0,6,2,2,0,0,1
FBgn0263747,2,6,4,0,6,16,8,8
FBgn0263748,0,0,0,0,2,2,0,0
FBgn0263750,6,6,13,1,17,17,30,30
FBgn0263755,29,14,57,14,73,52,74,49
FBgn0263757,0,0,0,0,0,0,0,0
FBgn0263760,0,0,0,0,0,0,0,0
FBgn0263761,0,2,0,0,0,0,0,0
FBgn0263762,0,2,26,0,2,2,2,2
FBgn0263763,0,0,3,0,2,0,0,0
FBgn0263764,7,0,2,2,2,4,0,0
FBgn0263765,0,0,0,2,0,2,0,0
FBgn0263766,0,0,0,0,0,0,0,1
FBgn0263767,0,0,0,0,2,1,4,2
FBgn0263768,26,9,100,40,51,50,104,104
FBgn0263769,0,0,2,0,2,2,4,5
FBgn0263770,0,0,6,0,8,0,4,8
FBgn0263771,0,0,0,0,0,4,2,0
FBgn0263772,249,137,427,178,565,367,718,622
FBgn0263773,391,233,911,336,1424,1089,1477,1414
FBgn0263774,2,6,7,0,4,2,0,10
FBgn0263776,212,94,406,192,484,393,945,796
FBgn0263777,4,0,0,0,4,0,0,3
FBgn0263778,2,8,16,4,9,4,13,18
FBgn0263780,316,148,783,326,997,778,1298,1274
FBgn0263782,150,76,278,129,299,258,530,440
